assembly_index,nonlinearity_strength,measurement_noise_mm,method,final_quality
73,0.0,0.0,ZERO,1.0491970188156143
73,0.0,0.0,LSQ,0.3581760624461092
73,0.0,0.0,LOCKED_HYBRID,0.38131141658128026
74,0.0,0.0,ZERO,2.8984666075134773
74,0.0,0.0,LSQ,0.5037310656554328
74,0.0,0.0,LOCKED_HYBRID,0.38656403967138464
75,0.0,0.0,ZERO,2.357547917192663
75,0.0,0.0,LSQ,0.4231205136057877
75,0.0,0.0,LOCKED_HYBRID,0.34986716011483654
76,0.0,0.0,ZERO,1.1095180616739537
76,0.0,0.0,LSQ,0.5555902511352131
76,0.0,0.0,LOCKED_HYBRID,0.48933560166208695
77,0.0,0.0,ZERO,3.919966680540069
77,0.0,0.0,LSQ,0.6121025533797353
77,0.0,0.0,LOCKED_HYBRID,0.5118525237003112
78,0.0,0.0,ZERO,2.617882909769142
78,0.0,0.0,LSQ,0.17086730012103846
78,0.0,0.0,LOCKED_HYBRID,0.21700995267161524
79,0.0,0.0,ZERO,1.0628434739793116
79,0.0,0.0,LSQ,0.10675646927214345
79,0.0,0.0,LOCKED_HYBRID,0.12401627832792539
80,0.0,0.0,ZERO,2.7275463525215553
80,0.0,0.0,LSQ,0.21247282679256022
80,0.0,0.0,LOCKED_HYBRID,0.19215937327173133
81,0.0,0.0,ZERO,1.2483277401848079
81,0.0,0.0,LSQ,0.2813226131797234
81,0.0,0.0,LOCKED_HYBRID,0.2576914499978381
82,0.0,0.0,ZERO,1.604603145299418
82,0.0,0.0,LSQ,0.7820555623449825
82,0.0,0.0,LOCKED_HYBRID,0.7508770628328967
83,0.0,0.0,ZERO,1.35689611025799
83,0.0,0.0,LSQ,0.5064988083653155
83,0.0,0.0,LOCKED_HYBRID,0.46015842536558366
84,0.0,0.0,ZERO,2.7066580917168235
84,0.0,0.0,LSQ,0.4471394742333638
84,0.0,0.0,LOCKED_HYBRID,0.3977712024092277
85,0.0,0.0,ZERO,1.03867365944627
85,0.0,0.0,LSQ,0.5816196225768925
85,0.0,0.0,LOCKED_HYBRID,0.4781325477582599
86,0.0,0.0,ZERO,1.952368315579373
86,0.0,0.0,LSQ,0.39152701306272714
86,0.0,0.0,LOCKED_HYBRID,0.33721335536323
87,0.0,0.0,ZERO,0.7858548735479849
87,0.0,0.0,LSQ,0.1620880420583039
87,0.0,0.0,LOCKED_HYBRID,0.1501604793514388
88,0.0,0.0,ZERO,1.9153407012427184
88,0.0,0.0,LSQ,1.041226780593639
88,0.0,0.0,LOCKED_HYBRID,0.8638736687938894
89,0.0,0.0,ZERO,1.0453618262908542
89,0.0,0.0,LSQ,0.17259979516030863
89,0.0,0.0,LOCKED_HYBRID,0.14510009823970763
90,0.0,0.0,ZERO,1.777798128293531
90,0.0,0.0,LSQ,0.5235994875664541
90,0.0,0.0,LOCKED_HYBRID,0.4640251956167785
91,0.0,0.0,ZERO,1.9974016211719876
91,0.0,0.0,LSQ,0.7870577261597266
91,0.0,0.0,LOCKED_HYBRID,0.7519405258563545
92,0.0,0.0,ZERO,2.1597723323820524
92,0.0,0.0,LSQ,0.5923726437254381
92,0.0,0.0,LOCKED_HYBRID,0.4782739507630538
93,0.0,0.0,ZERO,1.3460509293513754
93,0.0,0.0,LSQ,0.35077731228649367
93,0.0,0.0,LOCKED_HYBRID,0.2823336206763533
94,0.0,0.0,ZERO,2.6927077324301463
94,0.0,0.0,LSQ,0.13570018653205063
94,0.0,0.0,LOCKED_HYBRID,0.15654181483192203
95,0.0,0.0,ZERO,1.3584962918279815
95,0.0,0.0,LSQ,0.12381518137526011
95,0.0,0.0,LOCKED_HYBRID,0.14948176353997372
96,0.0,0.0,ZERO,1.9760234360798496
96,0.0,0.0,LSQ,0.44771986010721637
96,0.0,0.0,LOCKED_HYBRID,0.420647157748156
97,0.0,0.0,ZERO,1.3668798082713876
97,0.0,0.0,LSQ,0.8558790446711365
97,0.0,0.0,LOCKED_HYBRID,0.7587536390584305
98,0.0,0.0,ZERO,2.3959945683277297
98,0.0,0.0,LSQ,0.3787526315149135
98,0.0,0.0,LOCKED_HYBRID,0.34211914851962016
99,0.0,0.0,ZERO,1.0189501791519857
99,0.0,0.0,LSQ,0.8588327092632877
99,0.0,0.0,LOCKED_HYBRID,0.7239637720056502
100,0.0,0.0,ZERO,1.4689033789393495
100,0.0,0.0,LSQ,0.0944398263090959
100,0.0,0.0,LOCKED_HYBRID,0.13206335272970665
101,0.0,0.0,ZERO,3.0598270117725295
101,0.0,0.0,LSQ,1.1851346124879563
101,0.0,0.0,LOCKED_HYBRID,1.0444341865670812
102,0.0,0.0,ZERO,4.196097649754516
102,0.0,0.0,LSQ,0.27359381658349446
102,0.0,0.0,LOCKED_HYBRID,0.25620322785489946
