method,z_adj,theta_adj,locator_offset,predicted_quality_score,improvement_percent_vs_fixed
fixed_setting,0.0,0.0,0.0,6.2894525271219335,0.0
random_search,0.07528564615857292,-0.5856837826377533,0.8720871400979266,2.001805891591789,68.17201683358887
bayesian_optimization,-0.14545655508775868,-0.5563829605004389,-0.03325153992211238,2.05763065613925,67.28442344916107
