method,mean_quality_score,std_quality_score,mean_improvement_percent_vs_fixed,min_improvement_percent_vs_fixed,max_improvement_percent_vs_fixed
fixed_setting,5.806779325555935,2.6507282961665086,0.0,0.0,0.0
random_search,1.9769588458976082,0.2623017466554388,54.625432397139875,7.469013712824678,83.5211349350758
bayesian_optimization,1.8937748172348896,0.2445500038377694,57.10635012888609,4.647828190807478,83.9809709067626
