model,MAE,RMSE,R2,P95_AE,P99_AE,training_time_seconds,n_features
scalar_rf,0.14269825088720625,0.274497048601236,0.9940962744035833,0.5130964017899855,1.1143899697359754,556.118025302887,26
profile_aware_rf,0.13827579051096334,0.2618514109306281,0.9946276952374059,0.4960786647555556,1.0623562055677396,940.583078622818,37
