strategy,mean_final_quality,median_final_quality,std_final_quality,p95_final_quality
zero_correction,1.0514311644530259,1.0819367041914985,0.4681997116844906,1.8425699749865065
random_search,1.7942475532082258,1.5691720073926652,0.9840654332960993,3.4141358400067694
bayesian_optimization,1.1975804212792183,1.1896245047094895,0.5373141564918174,2.00704646458513
