model,assembly_id,component_index,trajectory_type,n_candidates,true_best_quality,true_best_source,predicted_best_predicted_quality,predicted_best_actual_quality,predicted_best_source,true_rank_of_predicted_best,exact_best_hit,top3_hit,top5_hit,absolute_regret,relative_regret_percent,zero_actual_quality,selected_beats_zero,true_best_beats_zero,selected_improvement_vs_zero_percent,rank_correlation,candidate_quality_range,best_to_second_quality_gap
scalar_rf,222,2,partial,21,0.102542194642819,local_informed,0.2033522854538848,0.1541879188017721,informed,2,False,True,True,0.051645724158953105,50.36533920387459,0.3835941282760766,True,True,59.80441111163164,0.9805194805194805,11.79206275313159,0.051645724158953105
scalar_rf,222,2,random_feasible,21,0.6526607604828543,local_informed,0.8848719971497029,0.6558773647230549,local_informed,2,False,True,True,0.003216604240200649,0.4928447418565392,1.4919121733730871,True,True,56.03780326825998,0.9558441558441559,11.754948562229195,0.003216604240200649
scalar_rf,222,3,zero,21,0.3183729166571306,informed,0.3466545369681166,0.3183729166571306,informed,1,True,True,True,0.0,0.0,0.4868846740626726,True,True,34.610199577539156,0.9948051948051948,11.722393109171845,0.007898764920530321
scalar_rf,222,3,heuristic,21,0.1182563932240484,informed,0.112414430525702,0.1182563932240484,informed,1,True,True,True,0.0,0.0,0.2224007887331778,True,True,46.82734989491209,0.9987012987012988,11.755691661704509,0.063257224339662
scalar_rf,222,3,partial,21,0.1959764705783652,informed,0.1976491490366101,0.1959764705783652,informed,1,True,True,True,0.0,0.0,0.3507062053829374,True,True,44.11947448595106,0.9909090909090909,11.84703132392765,0.15140340245214318
scalar_rf,222,3,random_feasible,21,1.4765769053147555,moderate_random,1.571894113112219,1.4765769053147555,moderate_random,1,True,True,True,0.0,0.0,6.545795611878818,True,True,77.44236158802187,0.9584415584415583,11.489280927091583,1.0235967825254468
scalar_rf,222,4,zero,21,0.4732008781677639,local_informed,0.5374143226849112,0.484029173411969,informed,2,False,True,True,0.010828295244205088,2.288308357780801,0.8309137465653239,True,True,41.747362417247466,0.9831168831168832,11.23127761087094,0.010828295244205088
scalar_rf,222,4,heuristic,21,0.3190312899598992,informed,0.2932666588645239,0.3190312899598992,informed,1,True,True,True,0.0,0.0,0.494147090967414,True,True,35.43799087528426,0.9948051948051948,10.966633464516326,0.0030131557955707655
scalar_rf,222,4,partial,21,0.3949293888305533,informed,0.3688626372999237,0.4461319449358996,local_informed,2,False,True,True,0.0512025561053463,12.964990085180784,0.5730616853101973,True,True,22.149402695730892,0.9922077922077923,11.054959601467138,0.0512025561053463
scalar_rf,222,4,random_feasible,21,0.7766703955770644,local_informed,1.3327591177499565,0.7766703955770644,local_informed,1,True,True,True,0.0,0.0,2.958700992567364,True,True,73.74961520180106,0.9519480519480519,8.892057100022333,0.05966455777686874
scalar_rf,222,5,zero,21,0.2359209994217413,local_informed,0.4618933127178128,0.2359209994217413,local_informed,1,True,True,True,0.0,0.0,0.8082687145241162,True,True,70.81156363194829,0.9948051948051948,11.717087901398479,0.2086011782478864
scalar_rf,222,5,heuristic,21,0.2635373689331681,informed,0.277432848198684,0.2635373689331681,informed,1,True,True,True,0.0,0.0,0.3494885622857152,True,True,24.593420966457824,1.0,11.019827656456442,0.08595119335254708
scalar_rf,222,5,partial,21,0.3001792930400874,informed,0.2901323826840367,0.3001792930400874,informed,1,True,True,True,0.0,0.0,0.3819347365426109,True,True,21.405605638962978,0.9987012987012988,11.226855547457625,0.06881068497172382
scalar_rf,222,5,random_feasible,21,0.3803122016861563,local_informed,0.7623987122466053,0.966255937506492,moderate_random,3,False,True,True,0.5859437358203357,154.06913930778163,3.7171655988000354,True,True,74.00557193851101,0.9428571428571428,13.427439787524156,0.2739910973740507
scalar_rf,236,1,zero,21,0.0290514852770782,informed,0.0431942524541513,0.0290514852770782,informed,1,True,True,True,0.0,0.0,0.4536511099917185,True,True,93.59607314140408,0.996103896103896,11.045629322164443,0.4245996247146403
scalar_rf,236,1,heuristic,21,0.0290514852770782,informed,0.0431942524541513,0.0290514852770782,informed,1,True,True,True,0.0,0.0,0.4536511099917185,True,True,93.59607314140408,0.9831168831168832,11.420108536596512,0.14032131121657448
scalar_rf,236,1,partial,21,0.0290514852770782,informed,0.0431942524541513,0.0290514852770782,informed,1,True,True,True,0.0,0.0,0.4536511099917185,True,True,93.59607314140408,0.9909090909090909,10.948041218800464,0.2615865694161331
