assembly_id,batch_condition,structured20_final_quality,warmstart_bo_final_quality,bo_quality_benefit,bo_better,structured_better,essential_tie,n_component_decisions,n_bo_refinements,mean_prediction_abs_error,max_prediction_abs_error,mean_regret,max_regret,mean_utilization,max_utilization,bo_refinement_rate_percent,bo_used_at_least_once
403,angular_drift,0.1945114537195753,0.1945114537195753,0.0,False,False,True,5,0,0.00443853655401858,0.0095215854325612,0.0,0.0,0.05792845251668712,0.1964448609547876,0.0,False
422,angular_drift,0.0436345185295757,0.0436345185295757,0.0,False,False,True,5,0,0.014846761740419,0.0409670356595214,0.0,0.0,0.061683345075878214,0.1287289460444477,0.0,False
433,angular_drift,0.330126801550099,0.330126801550099,0.0,False,False,True,5,0,0.027216367328860725,0.0396691322599347,0.0,0.0,0.062133825538013346,0.1630864010411169,0.0,False
463,angular_drift,0.1585929153682933,0.1585929153682933,0.0,False,False,True,5,0,0.01659246021591254,0.0523997708917721,0.00399990736141588,0.0199995368070794,0.05098199526314736,0.1062832807241139,0.0,False
467,angular_drift,0.0884323285190994,0.0884323285190994,0.0,False,False,True,5,0,0.01231668443717672,0.028695235364416,0.0,0.0,0.04761416151091584,0.1580873494112412,0.0,False
468,angular_drift,0.1529611737262949,0.1529611737262949,0.0,False,False,True,5,0,0.014722802313930161,0.0370182983778472,0.0,0.0,0.04013830386264534,0.0801383003852228,0.0,False
476,angular_drift,0.3362597037942213,0.3362597037942213,0.0,False,False,True,5,0,0.00633659759713158,0.0225983089852779,0.02764992660005226,0.0556282182255752,0.02630856568110228,0.0612294974888723,0.0,False
483,angular_drift,0.0831302050267947,0.0831302050267947,0.0,False,False,True,5,0,0.021512464560682322,0.0848533110088668,0.0,0.0,0.05086760412640182,0.095665660542432,0.0,False
488,angular_drift,0.117798349912577,0.117798349912577,0.0,False,False,True,5,0,0.00923940735183948,0.0317431309162908,0.0,0.0,0.04531254001832826,0.0841807233726583,0.0,False
501,angular_drift,0.2042775269656783,0.2042775269656783,0.0,False,False,True,5,0,0.003116572684371444,0.0084029031308601,0.0,0.0,0.034980559985898364,0.056479642417162,0.0,False
504,fixture_drift,0.213832874535899,0.213832874535899,0.0,False,False,True,5,0,0.0173912531461244,0.0516130507006435,0.0056928174399033,0.0284640871995165,0.2512163072405328,0.2512163072405328,0.0,False
510,fixture_drift,0.2852312905343828,0.2852312905343828,0.0,False,False,True,5,0,0.0124858830069564,0.0310440684987294,0.012551382721253678,0.0390126682967397,0.23373577325091793,0.3390076642067197,0.0,False
