config,mean_predicted_quality,median_predicted_quality,mean_utilization,median_utilization,p90_utilization,near_limit_rate_ge_90_percent,full_limit_rate_ge_99_percent,mean_effort,mean_quality_cost_vs_standard,mean_utilization_reduction_vs_standard
P0_STANDARD,0.7398186145720742,0.5610548805782678,0.5671061564790556,0.5465613592824465,1.0,36.666666666666664,30.0,0.3665882778922065,0.0,0.0
P1_MILD,0.8011717594674954,0.6926885235255494,0.5782629776959334,0.7555310094087899,1.0,40.0,33.33333333333333,0.3786962886206509,0.0613531448954213,-0.011156821216877865
P2_BALANCED,0.7006082147545863,0.42791064904032783,0.4944836379894778,0.3232589620683401,1.0,16.666666666666664,16.666666666666664,0.3175840750314906,-0.03921039981748783,0.07262251848957768
P3_STRONG,0.8026868686178973,0.5940015137577563,0.5282713234247678,0.6182360189146227,0.9251145779216564,13.333333333333334,10.0,0.33198753599011943,0.06286825404582307,0.038834833054287685
P4_BARRIER,0.6693022538496471,0.4448680529252589,0.43267767697886,0.327491248274586,0.9078450120078342,13.333333333333334,6.666666666666667,0.2714307235268691,-0.07051636072242724,0.13442847950019546
