batch_condition,assemblies,mean_quality,median_quality,std_quality,mean_gap,mean_parallelism
angular_drift,167,1.5278248591214987,1.5055410325439889,0.3493241615962786,0.7608679888609823,2.445081891761364
disturbed,166,1.4252632838651813,1.363958670115871,0.4615600644172613,1.2073836553937476,1.2587988480997514
fixture_drift,167,1.053372771068056,1.0131769960254664,0.2957008497721334,0.9157561534371456,0.46538968968828387
high_variation,166,0.7367845715494863,0.6751066371031981,0.38600055980754744,0.6342923016514709,0.4943833511519521
normal,167,0.5482443138825628,0.4877327213782653,0.2823200205276599,0.4835430056171626,0.3450440179682063
offset_drift,167,1.1023591241741912,1.0921785881020216,0.37176146786171294,1.2402805226352906,0.3800407133458949
