metric,value
best_model,Random Forest
MAE,0.1662128337683028
RMSE,0.2306971310911834
R2,0.995042200333678
mean_residual,0.004516860004365579
residual_std,0.230652908651514
median_absolute_error,0.12132617474093843
p90_absolute_error,0.36642868058796413
p95_absolute_error,0.4748728007833543
p99_absolute_error,0.7569284655200497
maximum_absolute_error,1.9086152685712823
