assembly_id,zero_final_quality,deterministic_final_quality,structured_final_quality
100078,0.9495733633076496,0.13465467320669638,0.1222545755171164
100079,1.00431232462138,0.177068378406367,0.2178163616314463
100080,1.1518722347429735,0.04750033107147583,0.1462087123369914
100081,0.8143618633438813,0.09120911357511273,0.0987839160145925
100082,1.1159338905709846,0.4107524831739011,0.3318717355050565
100083,0.47935020652183974,0.2573425035424485,0.2593178819862602
100084,0.7936047071192733,0.3385343600673796,0.2680675123464345
100085,1.073670943743007,0.15121605178338482,0.1472211085634787
100086,1.5791026600267166,0.26180376367599756,0.2331470566462418
100087,0.7025182246272819,0.11529645695567126,0.2229011958045748
100088,1.1791388148286526,0.08990761670550311,0.1307205639089457
100089,0.2541494630201771,0.006035721535693507,0.0075545369496863
100090,0.7628914544816842,0.320033510579799,0.3428685917558567
100091,0.6314498747247652,0.08501361444514524,0.1369638221690603
100092,1.0578368658440829,0.1375630383382775,0.1556511977750867
100093,1.2810924224659306,0.09145077452473588,0.140666441099701
100094,1.8421390623436666,0.35720948068298447,0.33543011642787
100095,0.8399536427469279,0.2272665817953152,0.2077170302258415
100096,0.41092897220817803,0.4076815796220194,0.3609889153877583
100097,0.8019690877788963,0.12829828470407265,0.095844595642743
100098,0.6621491713628744,0.2659194920951472,0.25902267660539
100099,0.7195678553850446,0.2152336966379831,0.1761123059421857
100100,1.6031092858371832,0.3038803073212648,0.348652074006117
100101,1.1627921963652657,0.21411212735474527,0.1977798667494394
100102,1.5310647548167824,0.14494831392218957,0.1467788743820003
100103,1.1203688046929727,0.15557243414008048,0.1387249828978121
100104,1.6476694982840976,0.16643384617695628,0.155798262002214
100105,0.8984358692273244,0.10268848750906222,0.0952555663903619
100106,1.4195328822692241,0.1938790793793828,0.2221199764094968
100107,0.6906919224689411,0.21600338505933764,0.2037233243029169
100108,1.2770236148046386,0.16633886428141756,0.1315387096443376
100109,1.1295645223749755,0.09617373211697017,0.0941649699633304
100110,1.0872295944050576,0.14744375253048708,0.1531538188787038
100111,0.8051188398483232,0.08516248733104068,0.09670596939754
100112,1.3404817778590785,0.21928094807160806,0.425472691174819
100113,1.0369772755552704,0.25651990952782455,0.2450435675601923
100114,0.8930114675261689,0.11397716612599001,0.1401946073949336
100115,0.9824706608894581,0.22649765133242825,0.3098341467173133
100116,1.4566589561641643,0.1623807112564569,0.2177004982485657
100117,0.8027507462202839,0.04272770179157827,0.2988121453502524
100118,1.2940007423933788,0.3470151241961878,0.2687578181150275
100119,0.8324908981478896,0.3203446785202263,0.2473306907800121
100120,0.8412607887689496,0.20260215726590708,0.3226360655475723
100121,1.2886385960348987,0.1435151670472715,0.1997602403373618
100122,0.5112260175096768,0.09466979145546109,0.1525400008461294
100123,0.5674960783117713,0.03967149077103652,0.0713415827437861
100124,0.7960127274573586,0.1680695776467879,0.2374056634630618
100125,0.8869680744587896,0.07800442803258566,0.0695450158429669
100126,1.2187153002557713,0.3467478599093576,0.3237768520836813
100127,0.5972012866687277,0.1790203658092965,0.1585933613627764
100128,0.5707928595234129,0.14176178561266112,0.1405470196335941
100129,0.37208981597119906,0.054179409204030894,0.0991510448645756
100130,0.8514901449036876,0.28601181306807105,0.2702290453265594
100131,0.9482263436677725,0.22259026147891514,0.2920694739770956
100132,0.6069919732851337,0.1837610844702383,0.2464195025291155
100133,1.2050616987091616,0.055519781076391564,0.1283181484478044
100134,0.7764741947362332,0.24864459093668903,0.2995219053437177
100135,0.6943054798431341,0.18284163892794508,0.1779657282406019
100136,0.8351646882013402,0.10413870376460563,0.1700226743072366
100137,1.1004225924147322,0.3058231023515898,0.3301262699523323
100138,0.8741805013354166,0.3836728523652546,0.3155537079700951
100139,0.7659878257062305,0.05528790339028044,0.0754893113080904
100140,1.1175007438672497,0.23807370356018037,0.2631683760394044
100141,0.41318288955237314,0.1232065775208146,0.140825757780131
100142,0.5335622701416683,0.3083094602047459,0.2655247118192918
100143,0.33758708954296035,0.17793470437576042,0.1899316138877798
100144,1.1083371817207586,0.2397147846468297,0.3988781300954785
100145,0.48831046184561433,0.05972917008468945,0.1291532941677777
100146,0.5114505303368572,0.08586894938146705,0.0981125673592146
100147,1.1144545937953814,0.19656194515496836,0.1412266258238794
100148,0.7527016443365491,0.37116217180895694,0.4255589979385498
100149,0.5635898859847355,0.21425435465888612,0.1612735715938127
100150,0.2194678324263739,0.13150633386154834,0.1994956538370328
100151,0.9350243080437144,0.2837927451464745,0.2734787567544237
100152,0.46919667561211786,0.12969663860719785,0.1326175214557803
100153,0.5876870720501857,0.19923718212987768,0.2554452148210957
100154,0.7798546833065958,0.18359318188920792,0.1630806367043584
100155,0.7884609432944725,0.20209546773480364,0.1862122750987905
100156,1.0808635176523895,0.3041075449298451,0.270886143126712
100157,0.6488951337064135,0.2258918992339214,0.2227469300261423
100158,0.9139253406067529,0.2898592484106165,0.2326814325548074
100159,0.9905419569871231,0.18904638764307868,0.1817906236454898
100160,0.5686694278366579,0.08992153658225077,0.1596248872031667
100161,0.7084345707295596,0.0869821879935055,0.1430676101586689
100162,0.7661036857723343,0.1873520891042801,0.2371648259689308
100163,0.5342324206336321,0.21363720254366608,0.211214908176444
100164,1.1238717791737238,0.21997126507516682,0.2618314271927685
100165,0.47679212895297535,0.10597382345052586,0.1066410612690426
100166,0.7547504118653896,0.32659777833584197,0.2906127113633935
100167,0.5429554314320014,0.08486222348709116,0.1091167216518518
100168,0.8737686354142662,0.3314068564521516,0.2936702126976829
100169,0.2842104460117664,0.09967872684093704,0.1353150923770868
100170,0.6389026529838394,0.1462868377231447,0.2380427570177743
100171,0.7863761667169628,0.19964392140368578,0.201621996679086
100172,0.973652614378646,0.38718700361162567,0.321503329060736
100173,1.3836574731343751,0.18958705236516168,0.2391915592228657
100174,1.5864419837244355,0.3391705137678513,0.321118017916819
100175,0.9196964291153781,0.20155840205090725,0.1932504542018068
100176,1.0250562403566776,0.2636311910823439,0.37151914740922
100177,1.5371482874183788,0.23434175244458066,0.3116180493077786
100178,1.0758249602042829,0.21472908123443118,0.2177580536198644
100179,0.7990068194939065,0.23614520703058609,0.2929932640892078
100180,0.6860934744630164,0.15546731533746247,0.2505679402177614
100181,1.1828886974198913,0.2831129983116649,0.2398944688804929
100182,1.0048140063369013,0.40749674916025974,0.649907226733873
100183,1.0793043513654823,0.2243851624292768,0.2699326482482501
100184,0.47844923760484687,0.3135895518701945,0.2916137336882739
100185,0.895980171116887,0.32864354987535516,0.2718207950128383
100186,1.1051240114488863,0.25500873135559843,0.3008723255680079
100187,1.241048261167551,0.15416539057805786,0.2256235188198508
100188,0.6735058325081941,0.2928343706237131,0.3311634805089746
100189,0.9458160436006745,0.3232287521176803,0.2696442082623737
100190,0.8961408638323398,0.34235908866088066,0.3670346997995375
100191,0.5258927859035084,0.2634490532977167,0.2325100960013298
100192,0.8428227425773827,0.1835788970340857,0.2111781356316434
100193,0.6390576294382613,0.1332075908778535,0.1601189441976873
100194,1.4633855172697898,0.2693176317045367,0.2776394232812272
100195,1.018698237419527,0.25357613220924285,0.3054567996353313
100196,1.2070772719611564,0.21065710976332877,0.2560084379022322
100197,0.48469895659176143,0.17990838143610308,0.2084974063506465
100198,1.6535482673656277,0.2520902903965432,0.2834356972667619
100199,1.0696225643287942,0.12094813037440089,0.1680358059556969
100200,1.3420199862709161,0.3455198879412073,0.3242792027275042
100201,1.0345502885242601,0.28292963149170347,0.3430232809407407
100202,0.20804049355324272,0.07821225534066038,0.1027179594463666
100203,0.7907767393232834,0.189424996114473,0.2641053505239326
100204,0.386043311251522,0.17945017492759258,0.1410395377049207
100205,0.29754415245954885,0.218954250314326,0.1832688018654404
100206,0.721789811822255,0.29790551509861096,0.2853240067221972
100207,0.23481271874904744,0.18635869998083807,0.1669335006134996
100208,0.8370410995541308,0.4778809350068932,0.4234127409802771
100209,1.0971699798163717,0.13028360634365255,0.1219787371074496
100210,0.39108371524265795,0.13919331189728262,0.1969133341145025
100211,0.27029239926454535,0.08558064649266989,0.0740914225718603
100212,0.5760180020776913,0.2348459079271405,0.1945570433951128
100213,0.6785317468263882,0.3697352926603209,0.447658854773539
100214,1.8008715453947657,0.32633894242385647,0.3010427458026188
100215,0.6620579915708495,0.18340375226331898,0.1419599399539666
100216,0.8148300879351501,0.3195287943971792,0.4421564324905714
100217,0.7587754148127858,0.25807557494601174,0.3416717374177114
100218,0.645761438317862,0.14919269331167584,0.119746856895422
100219,0.23331846961651148,0.1043964436307963,0.1244322297408692
100220,0.6170985021011148,0.4632687355251345,0.5184115489718404
100221,0.5582866451676337,0.1590222396581904,0.4537225406350419
100222,0.37313726218715126,0.3976038659446286,0.2944616943890417
100223,0.7844938056502373,0.34524020694059865,0.3852006639442095
100224,1.94631181563077,0.2120714256138772,0.1844577832755967
100225,0.9101973603113994,0.17277047193401918,0.2011620353421332
100226,0.6611176257742084,0.06338398726249272,0.0792115624896458
100227,0.9778391134139431,0.08917190576100968,0.1649256140286545
100228,0.680807130548591,0.17678060380150784,0.16247900949252
100229,1.099898962696761,0.29213132709304285,0.2813994429204568
100230,2.189742297233972,0.3055552404880148,0.4980792745090287
100231,0.6205109245259289,0.2437848316654515,0.3074090458676108
100232,0.5120908716685655,0.13009538974326038,0.1103478429930849
100233,0.6254902443000674,0.45326746083064573,0.6254902443000674
100234,1.2238784234686704,0.18072990204774753,0.1730858074737222
100235,0.569263169667652,0.18263827949889738,0.2753395175182047
100236,0.35569089119695757,0.16146024576248758,0.1843324622032678
100237,1.037143127847947,0.25050166457625667,0.2914945799620978
100238,0.4856883858438374,0.30461319519862073,0.367930156890607
100239,0.6978176141858692,0.36875118629423825,0.3528052097917301
100240,0.7181537092868202,0.3266782510014346,0.2672765741300036
100241,0.4370675183856338,0.1758847805409,0.2846166879495778
100242,0.6378401107197189,0.4701131626416635,0.4125283494477885
100243,0.8225737388557665,0.15930779882645837,0.1649201111114389
100244,0.4726653722924196,0.105034244056063,0.0772014095941071
100245,0.23114110756827705,0.11168725930093457,0.0882858856031452
100246,0.8427356843886284,0.1854964777244613,0.1863740241999791
100247,0.46030798125430056,0.3446372880435689,0.2861214712748161
100248,0.3790387418006399,0.35056621751307887,0.2854795605225907
100249,0.4530217209024777,0.20738292883292198,0.3630025579851562
100250,1.9614143018059331,0.3186087314859344,0.5511544978320586
100251,0.8348145058071869,0.2075515370767128,0.3367388417273927
100252,1.7885822220214254,0.4425446755728978,0.4153211925030895
100253,1.1657971941753564,0.36692375271464495,0.4338979580657298
100254,1.1069164992878413,0.38641867206284297,0.3515560321273905
100255,0.8597375117339997,0.07926153773319047,0.1574071378974433
100256,0.8938242357992823,0.25782396917004735,0.2543524307920216
100257,0.9617137309247092,0.5466919796095577,0.4235927898109077
100258,0.5385060783053432,0.29289295799955,0.3400879360616866
100259,0.3856608550337177,0.20368652675943205,0.259156586866883
100260,0.5856949180299676,0.2985257478251366,0.2954117414146279
100261,1.5071014563160867,0.3200008235395851,0.2894491104907092
100262,1.2241798877698296,0.10104547840801786,0.1189558337208277
100263,1.8837401871214232,0.34832087360332,0.4165096714900571
100264,0.8874395476859037,0.11084174334950951,0.1975439855184404
100265,1.6521372770734755,0.18811849055919377,0.1795364457195227
100266,1.5359362000631207,0.3907194604542905,0.2965371710096458
100267,1.9996095412061226,0.28081829750036114,0.3213219095810512
100268,1.8445211915727768,0.43322810168652476,0.3575678344609222
100269,1.6570135932330803,0.19006968045888223,0.1692904966362354
100270,2.1910593123806463,0.1443256706943468,0.1569305142158673
100271,1.3241240828270953,0.2326551477637033,0.2174310742326783
100272,2.16251573893139,0.21061864549500173,0.2668854700466615
100273,1.9255870886339925,0.4620597692744276,0.4876673192088066
100274,1.473148531656652,0.39142625206125414,0.3964927607090664
100275,1.5713092109733189,0.2619294037770183,0.3401325964203469
100276,2.0412021207812927,0.39410401303494824,0.4271849782767752
100277,2.5633648677779446,0.21479039513941944,0.5800080753200176
100278,1.5846268817027482,0.285308672541949,0.2958617557142373
100279,1.4646483606572716,0.4716267859314035,0.4241115769665728
100280,2.029627559573857,0.306762075268691,0.3382360356346784
100281,1.1045914749828636,0.23612818444466038,0.2726214179358843
100282,1.3523248207561862,0.14631527587548432,0.2715505109934999
100283,1.17733339599474,0.19198774210455463,0.182929559863398
100284,2.4055393907231943,0.16439693712931253,0.1724760554919291
100285,2.3436796655195096,0.13024570806854815,0.145953106494951
100286,0.933801485586469,0.3803921395815599,0.3493902892063734
100287,1.3312850861804637,0.20636229408793044,0.2489979925543254
100288,2.190383238066085,0.17681386212107036,0.248446172668992
100289,1.777429651940285,0.3475744756396741,0.4890572936621948
100290,1.9574508884445843,0.2081063493930028,0.1956135812483964
100291,1.586974422891276,0.35821643204151016,0.3399277850255848
100292,0.6981894505830023,0.32073837044419445,0.4041151326546587
100293,1.31263522688464,0.10717546376208648,0.1282002192290103
100294,1.0086006383875852,0.19600356840809954,0.1623499997426453
100295,1.4760038158608846,0.27107683385855375,0.2577103887904442
100296,1.5362411853460685,0.35720314685004284,0.3522336765850523
100297,1.3452986078862137,0.26255821797157564,0.2991636056624872
100298,2.207304784367974,0.3807280595797534,0.3510816010432674
100299,1.2652748422151059,0.18203827824600377,0.1814638394178227
100300,1.030939297562922,0.22473903940328083,0.290403521002092
