deviation_factor,assemblies,zero_mean,structured_mean,structured_median,structured_p95,win_vs_zero_percent,mean_improvement_percent
0.8,450,0.8440419095454578,0.1778330363219376,0.1687389920495664,0.3225532394170182,99.11111111111111,72.0109706210487
1.0,450,0.9463194619832624,0.2171795945976289,0.2046601861415052,0.401472579705143,99.11111111111111,70.75964802838509
1.2,450,1.0526929844959678,0.2614060508227884,0.236692692121735,0.4925039999063546,99.33333333333331,69.43234763551762
