seed,assemblies,zero_mean,structured_mean,structured_median,structured_std,structured_p95,win_vs_zero_percent,mean_improvement_percent
20260827,150,0.8939257602785765,0.2162193560925827,0.1955929638494266,0.0969032076472178,0.394873077159758,98.66666666666669,69.2636895909133
20260828,150,0.964861838754536,0.2091397708509991,0.1888796884837078,0.1012833578023517,0.3987118157205327,100.0,73.03110628294789
20260829,150,0.9801707869166748,0.2261796568493049,0.2168881340789285,0.0990364502777221,0.3902338289279522,98.66666666666669,69.98414821129407
