assembly_id,batch_id,batch_condition,component_index,severity,scenario_type,zero_actual_quality,structured_predicted_quality,structured_actual_quality,structured_prediction_abs_error,structured_prediction_margin,structured_true_best_quality,structured_absolute_regret,structured_exact_best_hit,structured_top3_hit,structured_selected_true_rank,structured_z_adj,structured_theta_adj,structured_locator_offset,structured_utilization,structured_candidate_source,selective_trigger_margin,bo_triggered,selective_controller_source,selective_predicted_quality,selective_actual_quality,selective_prediction_abs_error,selective_beats_zero,selective_z_adj,selective_theta_adj,selective_locator_offset,selective_utilization,selective_capability_penalty,bo_best_was_structured_initial,selective_mean_gap,selective_max_gap,selective_parallelism,selective_rms,quality_improvement,quality_improvement_percent,residual_quality_ratio,controller_improved_case,controller_worsened_case,improvement_per_utilization,observed_correctability_class,high_regret_case,higher_capability_case,higher_residual_case
100174,18,fixture_drift,2,medium,mixed,0.5678219196035866,0.213319738701617,0.2105090985097084,0.0028106401919086,0.1950548082494979,0.2105090985097084,0.0,True,True,1,-0.1437801722536831,-0.0132687049242446,-0.2587991435028968,0.2587991435028968,informed,0.1950548082494979,False,structured_direct,0.213319738701617,0.2105090985097084,0.0028106401919086,True,-0.1437801722536831,-0.0132687049242446,-0.2587991435028968,0.2587991435028968,0.0,,0.2361779098125016,0.3768749222650021,5.551115123125783e-17,0.2659324888645729,0.35731282109387824,62.92691577375684,0.3707308422624316,True,False,1.3806568918953117,CORRECTABLE,False,True,False
100174,18,fixture_drift,3,high,mixed,0.9158522005441028,0.3052054987547368,0.3352446678738487,0.0300391691191118,0.0271665878183346,0.2596918116635178,0.0755528562103309,False,True,3,-0.1070871491868286,-1.5902773407317584e-18,-0.412219551749712,0.412219551749712,informed,0.0271665878183346,True,warmstart_bo,0.3052054987547368,0.3352446678738487,0.0300391691191118,True,-0.1070871491868286,-1.5902773407317584e-18,-0.412219551749712,0.412219551749712,0.0022901304539744,True,0.355672700295061,0.6276604997497206,2.775557561562892e-17,0.4024470786041422,0.580607532670254,63.395330854183484,0.3660466914581651,True,False,1.4084910097199428,DIFFICULT,True,True,True
100174,18,fixture_drift,4,extreme,mixed,1.4568794856149998,0.3297561291063093,0.3301213312966448,0.0003652021903354,0.3676489562532194,0.3301213312966448,0.0,True,True,1,-0.7092849836770929,7.951386703658792e-19,-0.2587991435028968,0.2837139934708371,informed,0.3676489562532194,False,structured_direct,0.3297561291063093,0.3301213312966448,0.0003652021903354,True,-0.7092849836770929,7.951386703658792e-19,-0.2587991435028968,0.2837139934708371,0.0,,0.3201678039012642,0.6552936126102215,1.6653345369377348e-16,0.37482906343199,1.1267581543183551,77.34051892718574,0.2265948107281427,True,False,3.971457806976921,DIFFICULT,False,True,True
100174,18,fixture_drift,5,low,waviness,1.5864419837244357,0.3246663642991796,0.321118017916819,0.0035483463823606,0.1159425171196447,0.321118017916819,0.0,True,True,1,-0.0942574102730443,4.770832022195276e-18,-0.2587991435028968,0.2587991435028968,informed,0.1159425171196447,False,structured_direct,0.3246663642991796,0.321118017916819,0.0035483463823606,True,-0.0942574102730443,4.770832022195276e-18,-0.2587991435028968,0.2587991435028968,0.0,,0.3040240424907666,0.6422613226355164,1.1102230246251563e-16,0.3723240837893413,1.2653239658076167,79.75860313763626,0.2024139686236374,True,False,4.889212339272884,DIFFICULT,False,True,True
100175,18,fixture_drift,1,medium,waviness,0.1523516767598319,0.073642245096421,0.0749939093613727,0.0013516642649517,0.071644080089601,0.0749939093613727,0.0,True,True,1,-0.0,-0.0,-0.2587991435028968,0.2587991435028968,informed,0.071644080089601,False,structured_direct,0.073642245096421,0.0749939093613727,0.0013516642649517,True,-0.0,-0.0,-0.2587991435028968,0.2587991435028968,0.0,,0.0645786386313068,0.1594760034416126,6.591949208711867e-17,0.0777751673949695,0.07735776739845922,50.77578996416722,0.49224210035832777,True,False,0.29891044595977706,DIFFICULT,False,True,False
100175,18,fixture_drift,2,medium,mixed,0.5293783090768714,0.1860354194729664,0.1559883637731181,0.0300470556998483,0.0022192466673034,0.1559883637731181,0.0,True,True,1,-0.0189796616904766,-0.0346054407464416,-0.2587991435028968,0.2587991435028968,informed,0.0022192466673034,True,warmstart_bo,0.1860354194729664,0.1559883637731181,0.0300470556998483,True,-0.0189796616904766,-0.0346054407464416,-0.2587991435028968,0.2587991435028968,0.0009048834090247,True,0.1486200264214202,0.3139025170157146,5.551115123125783e-17,0.1723160074197768,0.37338994530375336,70.53366919299542,0.2946633080700458,True,False,1.4427789066449284,CORRECTABLE,False,True,False
100175,18,fixture_drift,3,high,twist,0.6479854592549062,0.1552152823176414,0.1423559265610531,0.0128593557565882,0.1085488131871268,0.1423559265610531,0.0,True,True,1,-0.0709692177509808,1.5902773407317584e-18,-0.2587991435028968,0.2587991435028968,informed,0.1085488131871269,False,structured_direct,0.1552152823176414,0.1423559265610531,0.0128593557565882,True,-0.0709692177509808,1.5902773407317584e-18,-0.2587991435028968,0.2587991435028968,0.0,,0.1248772887682343,0.2995169542020934,2.775557561562892e-17,0.1503765366995476,0.5056295326938531,78.03099984299914,0.2196900015700086,True,False,1.9537527282743636,CORRECTABLE,False,True,False
100175,18,fixture_drift,4,low,waviness,0.7904600052975148,0.1690988503938867,0.1822618222923603,0.0131629718984736,0.0061085516849075,0.1822618222923603,0.0,True,True,1,-0.0487405380396775,7.951386703658792e-19,-0.2786086208921501,0.2786086208921501,informed,0.0061085516849075,True,warmstart_bo,0.1690988503938867,0.1822618222923603,0.0131629718984736,True,-0.0487405380396775,7.951386703658792e-19,-0.2786086208921501,0.2786086208921501,0.0010400382139089,True,0.1543761890892503,0.3911074258708217,5.551115123125783e-17,0.1861673780433871,0.6081981830051545,76.94230940580475,0.23057690594195243,True,False,2.1829840765788404,CORRECTABLE,False,True,False
100175,18,fixture_drift,5,medium,mixed,0.919696429115378,0.2080822868314256,0.1932504542018068,0.0148318326296188,0.0003388713237185,0.1835006129165636,0.0097498412852432,False,True,2,-0.0543703458411946,1.5902773407317584e-18,-0.2587991435028968,0.2587991435028968,informed,0.0003388713237185,True,warmstart_bo,0.2044480835307379,0.1826682614680639,0.021779822062674,True,-0.1088115581214719,-0.0013094024773953,-0.1810002066661228,0.1810002066661228,0.0004620887772174,False,0.1551411877345589,0.3667929162489469,0.0228533844682983,0.1923201493252269,0.7264459749135712,78.98758241480972,0.21012417585190288,True,False,2.806987554444669,CORRECTABLE,False,True,False
100176,18,fixture_drift,1,high,mixed,0.5722575613209633,0.2094363220464168,0.1230210867190949,0.0864152353273218,0.1865123029138952,0.1230210867190949,0.0,True,True,1,-0.2380278801637167,-0.034046358519694,-0.2587991435028968,0.2587991435028968,informed,0.1865123029138951,False,structured_direct,0.2094363220464168,0.1230210867190949,0.0864152353273218,True,-0.2380278801637167,-0.034046358519694,-0.2587991435028968,0.2587991435028968,0.0,,0.143130775282451,0.2144350687717849,4.8572257327350605e-17,0.1575133350282415,0.4492364746018684,78.50249694645873,0.21497503053541273,True,False,1.7358499279455304,CORRECTABLE,False,True,False
