assembly_id,batch_id,batch_condition,zero_final_quality,structured20_final_quality,selective_bo_final_quality,structured20_beats_zero,selective_bo_beats_zero,selective_bo_beats_structured20,structured20_beats_selective_bo,structured20_improvement_vs_zero_percent,selective_improvement_vs_zero_percent,selective_minus_structured_quality,n_bo_triggers,bo_trigger_rate_percent,selective_final_mean_gap,selective_final_max_gap,selective_final_parallelism,selective_final_rms,structured_improvement,structured_improvement_percent,structured_residual_ratio,assembly_improved,high_residual_assembly,difficult_assembly
100074,8,offset_drift,1.2152389942060695,0.2181403300942693,0.2181403300942693,True,True,False,False,82.0495942662881,82.0495942662881,0.0,0,0.0,0.2450879998204986,0.3908475563320837,8.326672684688674e-17,0.2735966324849458,0.9970986641118003,82.0495942662881,0.17950405733711916,True,False,False
100075,8,offset_drift,1.1125049214194251,0.2744878793155543,0.2744878793155543,True,True,False,False,75.32704134330119,75.32704134330119,0.0,3,60.0,0.255184098406282,0.5590393222226456,0.0,0.3022085312687608,0.8380170421038708,75.32704134330119,0.24672958656698804,True,False,False
100076,8,offset_drift,0.9355320085421496,0.4927900186743854,0.4927900186743854,True,True,False,False,47.32515679048696,47.32515679048696,0.0,0,0.0,0.4232044881593951,1.0480915592775732,1.1102230246251563e-16,0.5140120444329487,0.4427419898677642,47.325156790486965,0.5267484320951303,True,True,True
100077,8,offset_drift,1.427406982387764,0.2228251508635431,0.2228251508635431,True,True,False,False,84.38951514088845,84.38951514088845,0.0,0,0.0,0.1974894879021155,0.4654593130078498,5.551115123125783e-17,0.2394051059055347,1.204581831524221,84.38951514088845,0.1561048485911156,True,False,False
100078,8,offset_drift,0.9495733633076496,0.1222545755171164,0.1222545755171164,True,True,False,False,87.12531540572421,87.12531540572421,0.0,0,0.0,0.110222115107496,0.2528401991039374,2.775557561562892e-17,0.1333588125368631,0.8273187877905332,87.12531540572421,0.12874684594275784,True,False,False
100079,8,offset_drift,1.00431232462138,0.2178163616314463,0.2178163616314463,True,True,False,False,78.31189000756693,78.31189000756693,0.0,1,20.0,0.1894880812976279,0.4606603877843402,5.551115123125783e-17,0.2277182090685586,0.7864959629899337,78.31189000756693,0.2168810999243306,True,False,False
100080,8,offset_drift,1.1518722347429735,0.1462087123369914,0.1462087123369914,True,True,False,False,87.30686373653099,87.30686373653099,0.0,1,20.0,0.1405494488732881,0.2916721386164391,5.551115123125783e-17,0.1654223609007317,1.0056635224059822,87.30686373653099,0.12693136263469024,True,False,False
100081,9,offset_drift,0.8143618633438813,0.0987839160145925,0.0987839160145925,True,True,False,False,87.86977626764443,87.86977626764443,0.0,0,0.0,0.0869158680711035,0.2073379912388704,1.3877787807814457e-17,0.1050775822160038,0.7155779473292888,87.86977626764444,0.12130223732355566,True,False,False
100082,9,offset_drift,1.1159338905709846,0.3318717355050565,0.3318717355050565,True,True,False,False,70.26062759548871,70.26062759548871,0.0,0,0.0,0.3309516264865527,0.64996087654808,1.1102230246251563e-16,0.3759798459466666,0.7840621550659281,70.26062759548873,0.29739372404511283,True,True,True
100083,9,offset_drift,0.4793502065218397,0.2593178819862602,0.2332765731121113,True,True,True,False,45.9022071007608,51.33483412789913,-0.0260413088741489,2,40.0,0.2005297361111374,0.4893250974786352,0.0091922718945914,0.2356244146680217,0.22003232453557947,45.902207100760805,0.5409779289923919,True,False,False
