strategy,scenario_type,severity_level,disturbance_flag,evaluated_cases,mean_quality_score,median_quality_score,std_quality_score,worst_case_quality_score,pass_rate_percent
nominal_universal_baseline,offset_dominant,low,normal,50,0.57184012510845,0.553368145186601,0.2814827600123917,1.037042510914969,100.0
nominal_universal_baseline,offset_dominant,medium,normal,50,0.914870282125246,0.8718866138415995,0.37467085390472077,1.878356705049658,78.0
nominal_universal_baseline,tilt_dominant,high,normal,50,5.150942058900326,5.565324200063723,2.7249888138956573,9.766842158868187,6.0
nominal_universal_baseline,tilt_dominant,low,normal,50,2.076057427148393,1.8159702546614314,1.1786363505334259,4.146663039421165,20.0
nominal_universal_baseline,tilt_dominant,medium,normal,50,3.835090894837906,4.136666600974457,1.9655895116674147,7.0997078184837115,14.000000000000002
nominal_universal_baseline,twist_dominant,high,normal,50,1.2648745397326195,1.2794869643461806,0.6900497408769719,2.4867354200783427,48.0
nominal_universal_baseline,twist_dominant,low,normal,50,0.6015722338950303,0.564190932942428,0.2849318844754155,1.1370994785397026,100.0
nominal_universal_baseline,twist_dominant,medium,normal,50,0.9384856452163197,0.928325528729706,0.43890136846295214,1.7939012775578123,68.0
nominal_universal_baseline,waviness_dominant,high,normal,50,1.1298514288345458,1.1571651669751029,0.5260250297621811,2.074336184168555,60.0
nominal_universal_baseline,waviness_dominant,low,normal,50,0.5726897618432265,0.5666128833444612,0.20247337328679105,0.9759094176931695,100.0
nominal_universal_baseline,waviness_dominant,medium,normal,50,0.8184159424539591,0.7641554319399001,0.33406233209924274,1.5768415402718057,88.0
