case_id,dev_offset,dev_tilt,dev_bend,dev_waviness,dev_noise,z_adj,theta_adj,locator_offset,mean_gap,max_gap,parallelism_error,rms_deviation,quality_score,tolerance_pass
1330,0.7922209135443667,0.6667487889437382,0.8583642294697604,0.7816378976383032,0.09552830980004137,-0.8938728422056736,-0.00497372863551937,0.632634335901233,3.076779274745822,6.287450094519842,11.623013734684077,3.566650507195027,6.652837981904424,0
1331,-0.9386296511384904,-0.5371834901120172,0.6745037409794121,0.3555419412123286,0.12248555927845839,-1.7815820692050555,-0.3943284884414239,-0.4638001868197976,4.978284898897051,11.350981579614105,16.44900040568063,5.824770778234074,10.415957143080943,0
1332,0.791472592265094,0.518658426653299,-0.13199191234033103,0.3824235011191485,0.01980478241836942,1.0091404690652621,1.1815623206381936,0.5558436816636187,7.676284962749593,16.557467158996133,29.696362472432707,8.85607628558949,17.064642006812477,0
1333,-1.1075507072494877,0.24624547918847117,-0.6151295680072412,0.02414124233302637,0.026973428348375034,-1.9870321386807932,-0.729761871436334,0.5912088428980069,2.6551574438572785,7.286263693562489,8.395180040488663,3.4791105819450197,5.848891411567031,0
1334,-0.8286714638782731,0.5140799018902238,1.3465876645283124,0.45941849205421975,0.07281134130150818,1.2506358779513187,-0.9669836642565839,-0.1435758250302297,2.1584362617796558,4.390472267991493,7.977678811232105,2.5096655231638234,4.608942754617358,0
1335,-0.004701620271757356,0.6621026207967553,0.9426529806938984,0.678612287879985,0.10468093918015527,0.1527790359241883,0.7869103712241172,0.7465648305105392,6.51488908338661,13.105765688484087,25.293791192251668,7.494174518871743,14.223751241123884,0
1336,-0.07806162936474514,0.9713238157775432,1.1244543749375362,0.4083757323371264,0.010393139302065956,-1.3775397456405187,0.6633565905030836,-0.7776914860026305,7.62296494117384,15.349763244133369,28.548591183420598,8.743026666919382,16.33069847731028,0
1337,-0.12079973472294725,0.20970438420945503,1.1350404851115456,0.6776910903147839,0.11464168815895992,-0.461528786944005,-0.858601789578487,0.3392986191156957,3.0283796474863234,6.7439761149361015,11.21607406304069,3.64369912674801,6.660898860313736,0
1338,-1.2748455100461094,0.12262896681723157,1.4420345473900333,0.4402478206458197,0.09683353008906712,0.8878773595808691,0.7929320584212116,-0.13003864378590246,4.23961606446276,8.711049978717735,15.760994379015093,4.935886969063586,9.107086823565036,0
1339,-0.00996039579000918,-0.6480559721508201,0.34403966321250623,0.23660640505951136,0.07614371233330493,1.3327859675494889,-1.157832228763232,0.12783105316874632,8.029959434779277,16.915827581593437,31.512613741984552,9.282334526509239,17.865753680158104,0
1340,-1.306219930757241,-0.4412333204322927,-1.3958601597390063,0.13557020814872178,0.14799440899307276,2.4926138059965597,0.5276350077351539,0.22371370954238712,2.201491291132749,3.1917020606271307,1.4620985224396934,2.3121940615489236,2.287806968414764,0
1341,1.1080278123970602,0.7931085443703234,0.05791517869622442,0.028227199534160974,0.1064093730870079,2.4230125103621125,-0.5806729056672928,-0.07306886907780008,3.4461641912341197,5.447389585160594,3.8259393270941304,3.6145523882066253,4.177303169867315,0
1342,-0.5549023957948753,-0.21906501154027325,0.6641999816260706,0.3027235118048401,0.14116261881880898,1.4482922688178017,-1.1336471397895316,0.6370977640674496,6.053932916551999,12.843832869529626,23.902579924451572,6.986956525423993,13.538799365702358,0
