assembly_id,batch_condition,component_index,severity,scenario_type,best_predicted_quality,second_best_predicted_quality,predicted_quality_margin,normalized_quality_margin,selected_tree_std,selected_tree_iqr,selected_tree_range,selected_utilization,selected_candidate_source,actual_regret,exact_best_hit,exact_best_miss,top3_hit,high_regret
76,normal,2,medium,mixed,0.06719676582578264,0.07512950150978842,0.007932735684005779,0.11805234353945764,0.001356378531931276,0.0,0.008253713428445789,0.0,zero,0.0,True,False,True,True
76,normal,3,high,twist,0.055767559868168316,0.07087493756632014,0.015107377698151826,0.27089902685118195,0.004984268549471939,0.001569472406734003,0.047982385439025804,0.01112968560252887,informed,0.0,True,False,True,True
76,normal,4,extreme,twist,0.05294471164057868,0.060220029122907096,0.007275317482328417,0.13741348770992945,0.008274421554531378,0.011312325582750998,0.0650920192606213,0.008029903876393487,informed,0.0,True,False,True,True
76,normal,5,low,waviness,0.05505988741237957,0.06577476225494751,0.010714874842567938,0.1946040093093039,0.01730468224105081,0.0051626289459711025,0.2323617651516525,0.0086503984176214,informed,0.0,True,False,True,True
92,normal,1,high,bend,0.13482902395611512,0.13482902395611512,0.0,0.0,2.5756084130422102e-17,0.0,5.551115123125783e-17,0.0,zero,0.0,True,False,True,True
92,normal,2,medium,twist,0.08668915033237093,0.13246870697352028,0.045779556641149355,0.5280886531431908,0.00132059999206046,0.0,0.0172239093684715,0.030379703618586808,informed,0.0,True,False,True,True
92,normal,3,high,twist,0.0724352071077971,0.08907403648603773,0.016638829378240627,0.22970638233254367,0.008894669425517377,0.006646190302486643,0.06972823786335261,0.014035208916660666,informed,0.0,True,False,True,True
92,normal,4,extreme,mixed,0.13323289544851122,0.28078112769484753,0.1475482322463363,1.1074459633233547,0.05772508459775942,0.0,0.5311067499135163,0.24209297975487581,informed,0.0,True,False,True,True
92,normal,5,low,mixed,0.15191896472327063,0.18415220024984041,0.03223323552656979,0.21217387562694712,0.017778346992993008,0.002559118692359169,0.12793280892810827,0.004016062446634003,informed,0.0,True,False,True,True
93,normal,1,medium,mixed,0.07520964355790265,0.1285843690492437,0.05337472549134105,0.7096792773688488,0.008494232962577977,0.0,0.07804107868356029,0.007486569082204167,informed,0.0,True,False,True,True
93,normal,2,medium,waviness,0.0919365093952462,0.11561386526924941,0.023677355874003214,0.2575402963387634,0.013201892338438237,0.010019893654775194,0.1062745968585124,0.016836168044252003,informed,0.0,True,False,True,True
93,normal,3,high,mixed,0.2596604234206088,0.47411932403087453,0.21445890061026573,0.8259206304338349,0.033533502523555525,0.0,0.500879773083898,0.02844056658121892,informed,0.0,True,False,True,True
93,normal,4,low,mixed,0.3202177373058835,0.3598228985780372,0.03960516127215369,0.123681972164838,0.06712644466247025,0.0,0.4489621599374043,0.0525414996566263,informed,0.0,True,False,True,True
93,normal,5,medium,mixed,0.3073717720315926,0.41142243085765157,0.10405065882605896,0.3385172884885614,0.02768914801276324,0.011901626717812142,0.27357609492694646,0.032002606617289486,informed,0.0,True,False,True,True
96,normal,1,high,twist,0.01792121725514087,0.01792121725514087,0.0,0.0,3.826890681146328e-18,0.0,3.469446951953614e-18,0.0,zero,0.0,True,False,True,True
96,normal,2,medium,waviness,0.07451940812331019,0.07750022856870631,0.002980820445396118,0.04000059206674907,0.0032917974360639514,0.0,0.0459571523806581,0.0036945117787300927,informed,0.0,True,False,True,True
96,normal,3,high,offset,0.0738442893264043,0.3026205762468648,0.22877628692046048,3.098090441486009,0.005575371642986112,0.0007149965512401046,0.07058317653920221,0.1977171794878819,informed,0.0,True,False,True,True
96,normal,4,extreme,bend,0.2441035107050525,0.25534884633230137,0.01124533562724886,0.04606789797806911,0.024279037307207058,0.0006218238726041769,0.1806348123322757,0.0,zero,0.0278050885593962,False,True,True,True
96,normal,5,low,bend,0.22176764657178777,0.327158847818135,0.10539120124634721,0.47523253673628774,0.040958998426265256,0.008147818329019063,0.42624155159379573,0.132806025917909,informed,0.0,True,False,True,True
99,normal,1,medium,mixed,0.03315712248775331,0.16323373183125472,0.1300766093435014,3.923036728882177,7.601177430610146e-18,0.0,6.938893903907228e-18,0.08713218027567808,informed,0.0,True,False,True,True
99,normal,2,medium,waviness,0.11155401313482524,0.11339850695983994,0.001844493825014698,0.016534535810786344,0.013658841907583872,0.004135788758152931,0.1430473782276016,0.001940985041818069,informed,0.0,True,False,True,True
99,normal,3,high,mixed,0.12565020369445204,0.15323591641429707,0.02758571271984503,0.21954371667336223,0.03047719785495162,1.3877787807814457e-17,0.2458250539007599,0.045296445009692085,informed,0.0,True,False,True,True
99,normal,4,low,mixed,0.16432700769607197,0.21365270436965267,0.04932569667358069,0.3001679234907638,0.03182744385345814,0.0004962383016776928,0.32039154916016255,0.08411571372152496,informed,0.0,True,False,True,True
99,normal,5,medium,mixed,0.2213694736594159,0.33208076099765144,0.11071128733823554,0.5001199375328887,0.023270298168754797,0.006370737910380314,0.2103064834858952,0.07480429535809228,informed,0.0,True,False,True,True
124,normal,1,high,twist,0.011990954800128227,0.011990954800128227,0.0,0.0,5.782411586589357e-19,0.0,1.734723475976807e-18,0.0,zero,0.0,True,False,True,True
124,normal,2,medium,bend,0.05965322513659215,0.06291943964112467,0.0032662145045325233,0.054753359890494506,0.004047435167092372,0.0,0.037661182968768296,0.0024719706879612583,informed,0.0,True,False,True,True
124,normal,3,high,waviness,0.04360662362176029,0.06466021377253604,0.02105359015077575,0.4828071609806939,0.007453986378254417,0.0008768570339430029,0.070141625638831,0.014396041684990462,informed,0.0,True,False,True,True
124,normal,4,extreme,mixed,0.20858817215261555,0.2203373284533578,0.011749156300742247,0.05632704951336293,0.013521075673756714,0.0009574742614769094,0.10202802747984,0.007198020842495242,informed,0.0,True,False,True,True
124,normal,5,low,mixed,0.18369674405587072,0.22947060971874736,0.04577386566287664,0.24918169289355874,0.03239417612926117,0.0,0.2543977983965854,0.041730118440716,informed,0.0,True,False,True,True
131,normal,1,medium,mixed,0.05711066950475155,0.24531664257269964,0.1882059730679481,3.29546080793694,0.016176149277046716,0.0,0.23573731733785588,0.20139613635397374,informed,0.0,True,False,True,True
131,normal,2,medium,waviness,0.09707704920467014,0.10153782999014384,0.0044607807854736975,0.04595093095659422,0.017435151891378887,0.003170733302411202,0.20968877562328359,0.005296146215526008,informed,0.0,True,False,True,True
131,normal,3,high,waviness,0.198903220453692,0.26961568589488955,0.07071246544119755,0.3555119182077829,0.07686936845445662,0.0,0.6207462801665133,0.3350622533076315,informed,0.0,True,False,True,True
131,normal,4,low,bend,0.19505521437061893,0.20373006829959328,0.008674853928974352,0.04447383761036763,0.01587620201763492,0.010199445055871809,0.151063151345597,0.0013240365538815086,informed,0.0,True,False,True,True
131,normal,5,medium,bend,0.2508155741399468,0.2778309763509275,0.0270154022109807,0.10771022614372022,0.013418902087510844,0.0,0.13514891927905398,0.007283021260755739,informed,0.0,True,False,True,True
152,normal,1,high,mixed,0.06823677413232675,0.3320323733430569,0.26379559921073015,3.865886137864167,0.006940680819686781,0.0,0.10932076418413361,0.16727391206193687,informed,0.0,True,False,True,True
152,normal,2,medium,mixed,0.08245945341647996,0.21455866319873912,0.13209920978225914,1.6019898787718427,0.04233430023902546,0.015856928131611298,0.2609611943960683,0.04279872844122114,informed,0.0,True,False,True,True
152,normal,3,high,offset,0.06268436912888052,0.208425941841531,0.14574157271265048,2.3250066123023814,0.007822606815601468,0.0,0.0873060626158269,0.09346215496519109,informed,0.0,True,False,True,True
152,normal,4,extreme,mixed,0.23444953092315823,0.37973457786461245,0.14528504694145422,0.6196858077275146,0.02870232242701257,0.002593226448989905,0.3633624139877655,0.16026514267252792,informed,0.0,True,False,True,True
152,normal,5,low,waviness,0.21293452894476517,0.24798624569432814,0.03505171674956298,0.16461264841953055,0.018767059314917667,0.0034280092681018004,0.1659721917843415,0.03443500722170269,informed,0.0,True,False,True,True
