assembly_id,batch_condition,zero_final_quality,random_final_quality,bo_final_quality,bo_improvement_vs_zero_percent,bo_improvement_vs_random_percent,bo_final_mean_gap,bo_final_max_gap,bo_final_parallelism,bo_final_rms
710,high_variation,1.601127378536881,2.470044722820355,0.6635912212419837,58.554751474653,73.13444509278845,0.6367974371625523,1.15515257824031,0.17556162074505344,0.7333773039760894
721,high_variation,0.4916768124952523,1.2672686776828648,1.4703919955119225,-199.05660754057234,-16.02843354421559,1.0715586543289783,2.9482789261761817,0.43624024558199037,1.3356864768577725
730,high_variation,0.6512748887322064,1.7940502969671677,1.2671919347490554,-94.5709801917611,29.366978345521495,0.8762985723433135,1.9725203188068818,1.0234489187115803,1.0551159179052276
732,high_variation,1.1138424525638102,1.6789291599759848,0.8082515817385153,27.435735648420902,51.85910156268437,0.33456678217964286,1.1835850502692895,1.0249945889886287,0.4530765530724701
735,high_variation,0.589255046240713,3.5100557919013515,1.986135183756005,-237.0586635493421,43.41585144206094,1.2268921985753949,3.6326268824008325,1.2111301208790242,1.6494042319942954
742,high_variation,1.0813110430222965,2.190230568564009,0.8026253417523119,25.772945080728093,63.35429916501709,0.562407923180649,1.7969549407877612,0.057974700833895,0.7742407231162041
752,high_variation,0.8059744854303739,2.465386822057849,2.6665940221010986,-230.85340420884316,-8.161283180515372,2.4053112329046606,3.745152039691721,1.9004576497568,2.5131774539514393
753,high_variation,0.8029299149316965,1.896959353724612,1.6012248296291023,-99.42273912727674,15.589924133843228,1.4543922393142903,3.252965682736555,0.07983606051727699,1.6506663485866562
757,high_variation,0.3240739967080693,1.8171039873701489,1.2274236363565754,-278.747955351153,32.45165687336385,0.7551696511071858,2.0876399956670326,0.9236598676017617,0.9748278204378148
761,high_variation,0.29847832197305163,1.4774595569435323,1.0814441375215882,-262.3191561694813,26.80380776318465,0.5576060861674375,1.4145514533063808,1.3931901224532597,0.7183983894346493
780,high_variation,1.0828035918016359,1.1347036754566877,1.3404620978912702,-23.795497913054216,-18.133229572185027,1.4011831627848579,2.465553924855434,0.09591533098673466,1.5166637230316233
781,high_variation,0.4277345474735871,1.1979889554858256,1.5558421607736264,-263.74012105479994,-29.871160635423305,1.0254584647021159,3.2418083269316798,0.4366781380246201,1.4465868187610182
786,high_variation,0.6475508743188872,2.6603473459952784,2.009902025754922,-210.38519218570974,24.449638924762827,1.26343078438379,4.308714155807528,0.5040747340066994,1.8703612349551688
801,high_variation,0.8160125292989422,3.2211044383489607,0.268854752633557,67.05261953948953,91.65333637019967,0.21805694679722554,0.5187328356356784,0.07194453725306751,0.26234456727765576
815,high_variation,0.46223711265909734,1.0244691655385867,1.9655704727652714,-325.22991316253126,-91.86233601593332,1.3561203570342346,3.896406338860876,0.7145678798716737,1.75442100035236
833,high_variation,0.48732644902757494,1.636754759724642,2.546623734621353,-422.5703919216694,-55.58981695277196,2.33040405460506,3.714246234380531,1.6210692994851923,2.4690785808011824
836,disturbed,1.5647982543632875,1.4840860101222113,1.3228851456013215,15.45969955471351,10.861962407934513,1.2698414283888484,2.3587361335416395,0.30173842901801873,1.4379034831676973
839,disturbed,1.2400377650806644,2.132861563374105,0.26111709763696467,78.94281085705653,87.75742869950324,0.22509882666578787,0.47779691650837164,0.07993244898458596,0.2626863998934103
845,disturbed,1.6751329111465605,1.1814913161059473,0.9001960493226168,46.26121644840294,23.80849211066957,1.0056151122272554,1.6290550468140899,0.006374268261129412,1.078827211318745
858,disturbed,1.133310984817886,2.729332901820458,0.7308752190041027,35.50973838645458,73.22147039972256,0.4244451356919256,0.7778596048906716,1.0727411536688596,0.48361450728665667
876,disturbed,0.5761889600003801,2.437342990171325,1.466533882979227,-154.52307919580053,39.83063159788841,1.3009908011848033,2.839567524996678,0.2630205982399616,1.454602056527941
885,disturbed,1.7499574695439915,3.006388653402887,0.9814840136665202,43.91383615041354,67.35338883894494,0.6228188587354901,1.8334500525326591,0.5462565070301507,0.807263881770303
888,disturbed,0.4951190835053708,0.5802532353290488,1.071964348295011,-116.50636867108008,-84.74077920257068,0.7037606162186502,2.037415336215776,0.5258779074833855,0.9184819031966742
901,disturbed,1.2915393373289914,1.5151204114013959,0.6335938549676724,50.94273657370777,58.181947111277054,0.49527815753712884,0.9146192662040477,0.5162748372940085,0.5574217665711699
905,disturbed,1.2929129866809819,1.3070209769568764,1.2141482612351953,6.092036065627463,7.105679048695585,0.8700028980342505,2.074657945936714,0.756296884449731,1.0386094270898665
908,disturbed,2.2031518139153357,1.2941509061056553,0.8936647180542092,59.436988753578845,30.945864671731734,0.645735027002026,1.797689568539926,0.2626077549994599,0.8185501289178561
916,disturbed,1.5757480785268259,1.0856450799683217,1.4363485985780833,8.846558777280427,-32.30369897867495,1.3038237266347503,1.999224532897553,1.032358279999396,1.3572663671857332
919,disturbed,1.846542656348494,1.063187908387545,0.25469839122068316,86.20674207849903,76.04389692439555,0.15749832158713775,0.45337377424004044,0.1761337963542336,0.18596623566259654
936,disturbed,1.8423608864937704,1.1459822953475336,0.8295805802970116,54.971874056890066,27.609651242872747,0.6192632228111699,1.599265784639765,0.30036434807663226,0.739125736387415
950,disturbed,1.2105268202186867,2.4921597692974182,0.5937036320357734,50.954937790761356,76.17714404389297,0.3012853154509337,0.6290361212195409,0.9301296779296846,0.35568297655725617
959,disturbed,1.9577828595753222,1.4638445487343514,0.8772767429112536,55.19029402977047,40.070361728658135,0.5582151294354248,1.5229773065644625,0.60269753205218,0.7210975249563341
976,disturbed,0.9276205163565349,1.1904497405468426,0.6064730307637388,34.62056734732263,49.055133525826086,0.44613469791761096,1.3675950107834947,0.018218965205144988,0.5688842859186368
982,disturbed,1.2342010745948173,0.988484754543475,1.411127038148805,-14.335262478366559,-42.756580884297456,0.9176016601355519,1.9454780984239486,1.480431207779699,1.0807374824704528
