assembly_id,batch_condition,component_index,severity,scenario_type,zero_quality,direct_greedy_quality,direct_z_adj,direct_theta_adj,direct_locator_offset,direct_utilization,selected_do_nothing,direct_mean_gap,direct_max_gap,direct_parallelism,direct_rms
732,high_variation,1,high,bend,0.13788904757028128,0.07446119304883268,-0.15534594386731732,-1.7294594130964377e-18,0.0,0.06213837754692693,False,0.06716234718814636,0.15534594386731732,2.7755575615628914e-17,0.07708705732193566
732,high_variation,2,high,mixed,0.4841956405840602,0.18548997704136166,-0.376810181726344,4.7708320221952755e-18,0.0,0.1507240726905376,False,0.18008957809813184,0.3685981456003802,0.0,0.20883659931808074
732,high_variation,3,high,mixed,0.5889720393498172,0.24137647500687862,0.007770958798869703,-0.0178733103353073,0.0,0.01489442527942275,False,0.23471593428737483,0.48011198763274476,0.0,0.2692809843084273
732,high_variation,4,extreme,bend,0.835128527154006,0.3145911239566339,0.06801680534443921,0.013949405887495825,-0.9083462487031881,0.9083462487031881,False,0.19947741625106766,0.5236196987257667,0.24346306624424846,0.24623069590309093
732,high_variation,5,medium,mixed,1.1138424525638102,0.24776717966020947,-0.4010612466110477,0.026752675922276026,0.0,0.16042449864441907,False,0.213625039603968,0.5256163012433809,1.1102230246251565e-16,0.25994777406004804
735,high_variation,1,high,waviness,0.06542066529249314,0.06542066529249313,-1.3476388142636402e-18,4.923603072956624e-18,0.0,4.103002560797187e-18,True,0.07369094717127729,0.11694948119495033,0.0,0.08228536782624846
735,high_variation,2,high,mixed,0.40279786978315807,0.11513647047990552,0.43793459192185596,-0.005305252480480702,0.0,0.17517383676874237,False,0.10266970931654645,0.23882349465569802,0.0,0.1268850928823217
735,high_variation,3,high,tilt,0.5697673225669266,0.11513647047990554,-1.428999932685845e-17,-0.021083074119435698,0.0,0.01756922843286308,False,0.10266970931654645,0.23882349465569802,2.7755575615628914e-17,0.1268850928823217
735,high_variation,4,medium,offset,0.6517349317210654,0.11513647047990552,0.118002707715319,-0.0,0.0,0.047201083086127596,False,0.10266970931654645,0.23882349465569802,0.0,0.1268850928823217
735,high_variation,5,high,mixed,0.589255046240713,0.21942140240715985,-0.13674330148311334,0.0015854618164992044,0.0,0.054697320593245335,False,0.19921238231625468,0.45114205760502,0.0,0.24315070430777444
757,high_variation,1,high,mixed,0.056855999822901834,0.04734918568561278,-0.029930944834060405,1.1975609888230284e-18,0.0,0.011972377933624162,False,0.04937806478830176,0.0902553461554787,0.0,0.05459162402478635
757,high_variation,2,high,tilt,0.07237439274187596,0.04734918568561278,-1.7175479960166407e-18,-0.0027985148777016,0.0,0.002332095731418,False,0.04937806478830176,0.0902553461554787,3.469446951953614e-18,0.05459162402478635
757,high_variation,3,extreme,twist,0.0725069541832494,0.047964520586116166,0.0,0.0,0.0,0.0,True,0.050952452533767394,0.0902553461554787,6.938893903907228e-18,0.056021809793423374
757,high_variation,4,medium,mixed,0.16512960940197152,0.051921802900651265,-0.1406270508379392,-0.0,0.0,0.05625082033517568,False,0.053397598731777046,0.0998762702980619,0.0,0.05939642191699582
757,high_variation,5,high,bend,0.3240739967080693,0.11412033502883193,-0.1795077155866686,-1.987846675914698e-18,0.0,0.07180308623466744,False,0.12785970987843928,0.2051817409199921,2.7755575615628914e-17,0.14207899789302486
781,high_variation,1,high,tilt,0.1453798060468744,0.0,-0.0,0.0150111536242482,0.0,0.0125092946868735,False,0.0,0.0,0.0,0.0
781,high_variation,2,high,tilt,0.38112456269343753,1.2680188402898447e-18,1.9236537555386377e-18,0.0243417619160364,0.0,0.020284801596697,False,3.9690663591117225e-19,3.469446951953614e-18,0.0,1.081127639304087e-18
781,high_variation,3,extreme,twist,0.38114599429894624,0.004181755257792875,0.007804768172547157,3.476463259342776e-19,0.0,0.003121907269018863,False,0.004468970676570868,0.007804768172547159,8.673617379884035e-19,0.004996336030574662
781,high_variation,4,medium,waviness,0.39711733607850125,0.04212467988636454,-1.6574338161560582e-18,3.081162347667782e-18,0.0,2.5676352897231516e-18,True,0.0456578572424981,0.07778259557073054,0.0,0.050925440423959495
781,high_variation,5,high,waviness,0.4277345474735871,0.08623366297125509,-1.0734674975104004e-18,3.3296431821571194e-18,0.0,2.7747026517975996e-18,True,0.09538385653008327,0.156606078654996,0.0,0.10636682415731318
786,high_variation,1,high,bend,0.20625241750370502,0.11137796182618513,-0.23236418726946537,-2.5869000563215036e-18,0.0,0.09294567490778614,False,0.10046045510407829,0.23236418726946534,0.0,0.11530569114122051
786,high_variation,2,high,waviness,0.2157472469576874,0.123134552156257,0.025214230059287267,6.361109362927034e-18,0.0,0.010085692023714907,False,0.10709748063560567,0.259323732138347,0.0,0.13208188324071204
786,high_variation,3,high,mixed,0.6008063286703789,0.2773825767269063,0.8085647521192868,1.2722218725854067e-17,0.0,0.3234259008477147,False,0.24874905817570156,0.5758052144670738,0.0,0.3001629493407369
786,high_variation,4,extreme,bend,0.5022997464590755,0.33937609309016203,-0.21036724217964942,0.0010108250818936515,-0.1713025873311098,0.1713025873311098,False,0.29438317721125074,0.6963411854155575,0.01764222584261599,0.36866116549334776
786,high_variation,5,medium,offset,0.6475508743188872,0.33233409127464814,0.24208186871394563,-0.0010108250818936563,0.0,0.09683274748557825,False,0.28303413496235413,0.7064802271353812,0.0,0.35479782645327534
836,disturbed,1,extreme,mixed,0.4523570420551484,0.1467284746239625,-0.41524828014970483,-0.015407857899767355,0.0,0.16609931205988193,False,0.13832160124421683,0.2965598372625861,5.551115123125783e-17,0.1626404307192158
836,disturbed,2,high,bend,0.8101025174025568,0.23460632016354263,-0.3491368167209992,-0.0142561954633208,0.0,0.13965472668839968,False,0.23113169743886533,0.46286200932607435,5.551115123125783e-17,0.26408208134060684
836,disturbed,3,high,mixed,1.0076321379220665,0.2623206414225118,-0.21485111292067868,-0.00749704097910326,0.0,0.08594044516827147,False,0.2537625084257365,0.5238074165190367,0.0,0.29049663939079884
836,disturbed,4,extreme,bend,1.2912295805953504,0.31914197621638646,-0.2617919793515225,-0.0142561954633208,0.0,0.104716791740609,False,0.31167267208115257,0.6337897981131106,1.1102230246251565e-16,0.3550323515810746
836,disturbed,5,medium,tilt,1.5647982543632875,0.34379739303414436,-0.1938131976927015,-0.02362462588923279,0.0,0.0775252790770806,False,0.3410583587887103,0.6757933980483635,0.0,0.3874186598302218
839,disturbed,1,high,twist,0.23694357319471646,0.028758336235103363,-0.19462908906603055,-0.0142561954633208,0.0,0.07785163562641222,False,0.03029692321130001,0.05429757799039914,1.3877787807814457e-17,0.03379985874593619
839,disturbed,2,high,mixed,0.47715434550676916,0.10465238145718782,-0.3080188390256522,0.027517055211960923,0.0,0.12320753561026088,False,0.10889621022324647,0.1990287325767855,5.551115123125783e-17,0.12274898617178212
839,disturbed,3,high,twist,0.6202104631711721,0.17150652682091666,-0.2320607288461189,-0.014256195463320796,0.0,0.09282429153844755,False,0.17804539311548648,0.3266810714577713,0.0,0.20088587448939305
