assembly_id,batch_condition,component_index,severity,scenario_type,predicted_quality,actual_quality,prediction_absolute_error,true_best_of_20_quality,absolute_regret,exact_best_hit,top3_hit,selected_true_rank,selected_beats_zero,best_was_structured_initial,z_adj,theta_adj,locator_offset,correction_utilization,capability_penalty,mean_gap,max_gap,parallelism,rms
96,normal,3,high,offset,0.0738442893264043,0.07288963006969292,0.0009546592567113849,0.07288963006969292,0.0,True,True,1,True,True,-0.49429294871970475,2.782985346280577e-18,-0.0,0.1977171794878819,0.000521227774195244,0.07726905258441037,0.13690208167590429,1.1102230246251565e-16,0.08638289791598494
96,normal,4,extreme,bend,0.24288479280431957,0.17152724419682594,0.07135754860749363,0.14682833972428694,0.024698904472539,False,True,2,True,False,-0.10452383330038573,-0.003159398188797513,-0.10445724811940871,0.10445724811940871,0.00016888380752723019,0.14309822490090454,0.31830590723294494,0.055141900831950794,0.16563434307085842
96,normal,5,low,bend,0.19634335149395102,0.15789303537326257,0.038450316120688444,0.15789303537326257,0.0,True,True,1,True,True,-0.050649662592220736,0.0015796990943987587,-0.132806025917909,0.132806025917909,0.00024066180803032815,0.13512241361359276,0.3099512850365487,0.02757095043693364,0.16099640647140095
172,offset_drift,1,high,waviness,0.07691706122781618,0.07692003960886107,2.9783810448907877e-06,0.07692003960886107,0.0,True,True,1,True,True,-0.2127965395679451,-0.0,-0.0,0.08511861582717803,9.660238347112965e-05,0.0866440374748002,0.13750637792403453,1.1102230246251565e-16,0.09674914989210628
172,offset_drift,2,medium,waviness,0.11335856099689641,0.11375219978551117,0.00039363878861475854,0.11375219978551117,0.0,True,True,1,True,True,-0.2127965395679451,3.180554681463517e-18,-0.0,0.08511861582717803,9.660238347112965e-05,0.12813240751271532,0.20334951792711875,1.1102230246251565e-16,0.14307622153560917
172,offset_drift,3,high,waviness,0.15553050076568425,0.16007534485117694,0.004544844085492689,0.16007534485117694,0.0,True,True,1,True,True,-0.2127965395679451,3.180554681463517e-18,-0.0,0.08511861582717803,9.660238347112965e-05,0.1803115839331834,0.28615925027280426,1.1102230246251565e-16,0.20134094589380613
172,offset_drift,4,extreme,mixed,0.32440803717056815,0.3266362986244863,0.0022282614539181345,0.24241617220560294,0.08422012641888335,False,False,4,True,True,-0.2127965395679451,3.180554681463517e-18,-0.0,0.08511861582717803,9.660238347112965e-05,0.2848465394642882,0.6884585276976891,2.7755575615628914e-17,0.346447784758931
172,offset_drift,5,low,bend,0.30426045641220456,0.23969683461455038,0.06456362179765418,0.2301976052429373,0.009499229371613072,False,True,2,True,False,-0.4459880264794377,-0.0010904463157986877,-0.0065602577501776005,0.17839521059177507,0.00042491618518783795,0.21007760438733272,0.4857431874152132,0.01903187852922686,0.2524103351501854
222,offset_drift,1,high,mixed,0.2098046039291825,0.09313781154068652,0.11666679238849596,0.09313781154068652,0.0,True,True,1,True,True,0.398046641962026,0.016669590490269,-0.0,0.1592186567848104,0.00034058066119954254,0.09718774806666204,0.17684114488536756,1.1102230246251565e-16,0.10929143655077615
222,offset_drift,2,medium,tilt,0.11823685799443441,0.0907891080926955,0.027447749901738913,0.0907891080926955,0.0,True,True,1,True,True,-0.22021250728485883,0.025045658160302305,-0.0738284058799045,0.08808500291394353,0.00018193621108492322,0.09702718434476608,0.16942517716845384,4.9439619065339e-17,0.1085339963872952
222,offset_drift,3,high,waviness,0.1155442808518448,0.11825639322404848,0.0027121123722036733,0.11825639322404848,0.0,True,True,1,True,True,-0.21650452342640195,1.4163407565892223e-18,-0.0,0.08660180937056078,9.999831181673267e-05,0.12923170305866222,0.21688186104432847,8.326672684688674e-17,0.1442232399315125
222,offset_drift,4,extreme,mixed,0.256075863676147,0.25732372358201344,0.0012478599058664552,0.25732372358201344,0.0,True,True,1,True,False,0.3906000471062498,0.020757510546113966,-0.03920182668591904,0.1562400188424999,0.0003499592657129012,0.22523713604432757,0.5172935761273179,0.026883931293160246,0.2649933054257176
222,offset_drift,5,low,offset,0.23116402410830225,0.2326687373679848,0.001504713259682544,0.2326687373679848,0.0,True,True,1,True,True,-0.10942220820444565,0.0007701678997233365,-0.0,0.04376888328177826,2.5548360792320567e-05,0.2151630699248933,0.465013796381741,0.013441965649008902,0.24583087781291832
274,offset_drift,1,high,tilt,5.234789921297331e-05,3.7333095177472255e-17,5.2347899212935976e-05,3.7333095177472255e-17,0.0,True,True,1,True,True,-0.2127965395679451,-0.0171319917133296,-3.010612855282417e-05,0.08511861582717803,9.932003574197518e-05,7.419807342791888e-18,5.551115123125783e-17,5.551115123125783e-17,1.8004622358799977e-17
274,offset_drift,2,medium,bend,0.06513354933074098,0.06352181004176544,0.0016117392889755389,0.06352181004176544,0.0,True,True,1,True,True,-0.2127965395679451,-1.5902773407317584e-18,-0.0,0.08511861582717803,9.660238347112965e-05,0.07156373701159184,0.1135455146797012,8.326672684688674e-17,0.07989034534377508
274,offset_drift,3,high,twist,0.04462579550866174,0.03966443533897035,0.004961360169691391,0.03966443533897035,0.0,True,True,1,True,True,-0.24857840807374101,-2.3854160110976377e-18,-0.0,0.0994313632294964,0.00013182127991568065,0.03904544993830118,0.07776364617390527,2.7755575615628914e-17,0.046217065053084
274,offset_drift,4,extreme,bend,0.29920335835469203,0.3228487532413189,0.02364539488662687,0.16747449083169802,0.15537426240962088,False,False,4,True,True,-0.2260797221170194,-7.951386703658792e-19,-0.0277726049581893,0.09043188884680776,0.00011932325475420046,0.349811033508262,0.5926421780965345,8.326672684688674e-17,0.40112789759879974
274,offset_drift,5,low,mixed,0.24793460626709674,0.23457648429291378,0.013358121974182957,0.18228682349354142,0.05228966079937236,False,True,3,True,True,-0.5529331763943702,-2.3854160110976377e-18,-0.0,0.2211732705577481,0.0006522348747894779,0.23273313222479913,0.4593168133308535,0.0,0.2696150062621799
290,offset_drift,1,high,waviness,0.08497224379363899,0.081079893883259,0.003892349910379997,0.081079893883259,0.0,True,True,1,True,True,-0.2127965395679451,-0.0,-0.0,0.08511861582717803,9.660238347112965e-05,0.09132976789659165,0.1449427559715879,1.1102230246251565e-16,0.10198136722805108
290,offset_drift,2,medium,mixed,0.11001774200482724,0.13385939048012307,0.023841648475295837,0.13385939048012307,0.0,True,True,1,True,True,-0.4037906989484984,-0.015349584275505396,-0.0,0.16151627957939935,0.00035001501923182085,0.14908912724585524,0.24160250622807955,1.1102230246251565e-16,0.1665190043794262
290,offset_drift,3,high,mixed,0.25164468583103916,0.28667920772279315,0.03503452189175399,0.27875416187426255,0.007925045848530599,False,True,2,False,True,0.0,0.0,0.0,0.0,0.0,0.2630191082981816,0.5889127980897497,1.6653345369377348e-16,0.31099635806413717
290,offset_drift,4,extreme,tilt,0.27456721512744403,0.26379880681517265,0.010768408312271383,0.26379880681517265,0.0,True,True,1,True,True,-0.27373382845028005,0.030208673558416402,-0.0,0.10949353138011202,0.00016830077846708398,0.25384106978852167,0.5279755092074148,1.6653345369377348e-16,0.292538331163917
290,offset_drift,5,low,mixed,0.27586942778355744,0.25373080373865786,0.02213862404489958,0.25373080373865786,0.0,True,True,1,True,True,-0.24326518400911257,-0.017390653383306198,-0.0,0.09730607360364503,0.00012904661525672034,0.25209529193345526,0.4977375647046311,8.326672684688674e-17,0.28780946747231934
295,offset_drift,1,medium,mixed,0.0647483618016144,0.02454813422195557,0.04020022757965883,0.02454813422195557,0.0,True,True,1,True,True,-0.34915612448319056,-0.0,-0.0036949639961914,0.13966244979327622,0.00026025670188256736,0.021156910087746998,0.05123471580153505,0.0,0.02830646455170958
295,offset_drift,2,medium,mixed,0.09491398786619613,0.08885663081018544,0.006057357056010695,0.08885663081018544,0.0,True,True,1,True,True,-0.22283328187972215,-0.0143504800105772,-0.0,0.08913331275188886,0.00010783678327032839,0.08840387046726315,0.17452780725061745,1.3877787807814457e-16,0.0997712749482121
295,offset_drift,3,high,tilt,0.20450567381215182,0.2559677091314372,0.051462035319285365,0.08725484800986306,0.16871286112157413,False,False,4,True,False,-0.1576691989960356,-0.04783228992901628,-0.2618194861686832,0.2618194861686832,0.0009882108587809454,0.15922024268273288,0.4397703439579105,0.18838436127885955,0.19755224755586315
