assembly_id,batch_condition,component_index,severity,scenario_type,predicted_quality,actual_quality,prediction_absolute_error,true_best_of_20_quality,absolute_regret,exact_best_hit,top3_hit,selected_true_rank,selected_beats_zero,best_was_structured_initial,z_adj,theta_adj,locator_offset,correction_utilization,capability_penalty,mean_gap,max_gap,parallelism,rms
65,normal,3,high,mixed,0.17461985906575767,0.17500309739973588,0.00038323833397821416,0.17500309739973588,0.0,True,True,1,True,True,0.12378119440052412,-0.0222236061858936,-0.0,0.04951247776020965,3.72595159777894e-05,0.15277380579820427,0.36848701015055474,9.71445146547012e-17,0.18624852615108148
65,normal,4,low,bend,0.1997773263252168,0.19377934096460667,0.005997985360610136,0.18653936257695264,0.007239978387654028,False,True,2,True,True,-0.06625742452376929,2.782985346280577e-18,-0.0,0.026502969809507716,9.3654321163157e-06,0.16919702261126315,0.4088981194497844,2.7755575615628914e-17,0.20350798346292417
65,normal,5,medium,twist,0.162403865063914,0.16111676767378577,0.0012870973901282223,0.16111676767378577,0.0,True,True,1,True,True,-0.06783374379301738,7.951386703658792e-19,-0.0,0.02713349751720695,9.816355833550344e-06,0.1386807173583237,0.34244490304663405,2.7755575615628914e-17,0.16779081552298458
76,normal,1,high,twist,0.03307338625741063,0.033073386257410645,1.3877787807814457e-17,0.033073386257410645,0.0,True,True,1,False,True,0.0,0.0,0.0,0.0,0.0,0.03409088047728498,0.0626610871099125,2.6502889264551492e-17,0.04047795981251389
76,normal,2,medium,mixed,0.06719676582578264,0.06696749600832567,0.0002292698174569674,0.06696749600832567,0.0,True,True,1,False,True,0.0,0.0,0.0,0.0,0.0,0.05743760037992726,0.1400171117974158,1.0408340855860843e-17,0.07731082355122747
76,normal,3,high,twist,0.055767559868168316,0.05512748169474398,0.0006400781734243396,0.05512748169474398,0.0,True,True,1,True,True,-0.027824214006322175,2.981770013872047e-19,-0.0,0.01112968560252887,1.6515986881485123e-06,0.05049701303820809,0.11219289779109362,3.469446951953614e-18,0.06320508445953472
76,normal,4,extreme,twist,0.052944711640578665,0.046497665442507496,0.0064470461980711685,0.046497665442507496,0.0,True,True,1,True,True,-0.02007475969098368,-9.93923337957349e-20,-0.0,0.008029903876393473,8.597247501882523e-07,0.045276033298844394,0.09211813810010994,6.938893903907228e-18,0.05279414022821201
76,normal,5,low,waviness,0.05505988741237957,0.054773655885831114,0.0002862315265484555,0.054773655885831114,0.0,True,True,1,True,True,-0.01016467510280245,-1.987846675914698e-19,-0.0086503984176214,0.0086503984176214,1.218142559664959e-06,0.04885536016196399,0.11452296177702413,2.0816681711721685e-17,0.0576015930413467
96,normal,1,high,twist,0.01792121725514087,0.017921217255140964,9.367506770274758e-17,0.017921217255140964,0.0,True,True,1,False,True,0.0,0.0,0.0,0.0,0.0,0.018472558893650463,0.03395367340979294,1.4360913415467e-17,0.0219334756410794
96,normal,2,medium,waviness,0.07451940812331019,0.07432935442439477,0.00019005369891542112,0.07432935442439477,0.0,True,True,1,True,True,0.009236279446825231,4.1140986432953164e-19,-0.0,0.0036945117787300927,1.8199223044233852e-07,0.0773268117158109,0.14152022139931691,9.71445146547012e-17,0.08675244489856387
