batch_id,batch_condition,assembly_id,component_index,batch_offset_bias_mm,batch_angular_bias_deg,fixture_drift_mm,variation_multiplier,scenario_type,severity,active_modes,n_active_modes,offset_mm,tilt_deg,bend_mm,waviness_mm,twist_mm,local_bump_mm,component_profile_mean_mm,component_profile_min_mm,component_profile_max_mm,component_profile_rms_mm,component_parallelism_mm,state_before_mean_gap,state_before_max_gap,state_before_parallelism,state_before_rms,state_before_quality,state_after_mean_gap,state_after_max_gap,state_after_parallelism,state_after_rms,state_after_quality,quality_change
2,offset_drift,241,4,0.2127965395679451,0.0,0.0,1.0,mixed,low,waviness+twist,2,0.0,0.0,0.0,0.039465864438192035,-0.028636245484790487,0.0,0.0045109906252720966,-0.03828433825186034,0.04662492580938966,0.028279937252561217,2.5492118098634487e-17,0.9260118409497982,1.7871488734704597,1.9273490740770822,1.0760463968905638,1.4997575762382584,1.134038640496768,1.9999454130384047,1.927349074077082,1.2634406091900683,1.644743999202683,0.14498642296442465
2,offset_drift,241,5,0.2127965395679451,0.0,0.0,1.0,mixed,medium,offset+tilt+bend+twist,4,-0.36221539326555,0.014449264530483959,0.1862321024099027,0.0,-0.06564750373352901,0.0,-0.234498586738187,-0.48830901621295664,-0.14862611109794385,0.25215968049353293,0.25218724589481323,1.134038640496768,1.9999454130384047,1.927349074077082,1.2634406091900683,1.644743999202683,1.1239127041799564,1.9766201822882064,2.1795363199718953,1.2815397007179763,1.712174732003815,0.06743073280113188
2,offset_drift,242,1,0.2127965395679451,0.0,0.0,1.0,bend,high,bend,1,0.0,0.0,0.44913583112791167,0.0,0.0,0.0,0.28307448860475914,0.0,0.44913583112791167,0.3160108680319977,5.5003275797318316e-17,0.0,0.0,0.0,0.0,0.0,0.4958710281727043,0.6619323706958568,5.551115123125783e-17,0.5153831382540037,0.39887933348596866,0.39887933348596866
2,offset_drift,242,2,0.2127965395679451,0.0,0.0,1.0,bend,medium,bend,1,0.0,0.0,0.13632098302536919,0.0,0.0,0.0,0.08591831219320926,0.0,0.13632098302536919,0.09591510895186955,1.6694505551863903e-17,0.4958710281727043,0.6619323706958568,5.551115123125783e-17,0.5153831382540037,0.39887933348596866,0.7945858799338587,1.011049893289171,1.1102230246251565e-16,0.8154103531741846,0.6232317672843273,0.22435243379835862
2,offset_drift,242,3,0.2127965395679451,0.0,0.0,1.0,mixed,high,waviness+offset+bend+twist,4,-0.8136457289448981,0.0,0.2992374120934711,0.14612186392622942,-0.04282245750328572,0.0,-0.6183012256383319,-0.8828530856049716,-0.3763254945064154,0.6335493013538663,1.1102230246251565e-16,0.7945858799338587,1.011049893289171,1.1102230246251565e-16,0.8154103531741846,0.6232317672843273,0.4247256493492165,0.8309392953085655,0.0,0.48761212865824244,0.42546069626315886,-0.19777107102116842
2,offset_drift,242,4,0.2127965395679451,0.0,0.0,1.0,offset,extreme,offset,1,-0.2579521183743394,0.0,0.0,0.0,0.0,0.0,-0.2579521183743394,-0.2579521183743394,-0.2579521183743394,0.2579521183743394,0.0,0.4247256493492165,0.8309392953085655,0.0,0.48761212865824244,0.42546069626315886,0.39382892235664374,0.7857837165021712,0.0,0.45240053192805474,0.39912384485044994,-0.026336851412708917
2,offset_drift,242,5,0.2127965395679451,0.0,0.0,1.0,mixed,low,waviness+twist,2,0.0,0.0,0.0,0.06671687028920815,-0.02064483048334919,-0.06561937024064987,-0.0162899538749647,-0.11935859273406818,0.07061888162948503,0.0554100465413746,4.6495332540683054e-17,0.39382892235664374,0.7857837165021712,0.0,0.45240053192805474,0.39912384485044994,0.544270360956268,1.0116056902289552,5.551115123125783e-17,0.6166767649274307,0.52843049184831,0.1293066469978601
2,offset_drift,243,1,0.2127965395679451,0.0,0.0,1.0,mixed,medium,waviness+bend,2,0.0,0.0,0.11173818206969346,0.09329488082516005,0.0,0.0,0.070424638950696,-0.06598892136231249,0.20133850629687017,0.10241962828303007,5.4867985606200185e-17,0.0,0.0,0.0,0.0,0.0,0.2832211785186411,0.41413504586481525,5.551115123125783e-17,0.2928214241611876,0.2384890097311557,0.2384890097311557
2,offset_drift,243,2,0.2127965395679451,0.0,0.0,1.0,mixed,medium,twist+waviness+bend+offset,4,0.8701657008950882,0.0,0.07950588628714732,0.1291889870387616,-0.03326522230968281,0.0,0.9255156404288624,0.767734718789873,1.0773898770920842,0.9302782113160265,1.1102230246251565e-16,0.2832211785186411,0.41413504586481525,5.551115123125783e-17,0.2928214241611876,0.2384890097311557,1.4215333585154484,1.7043214625248444,0.0,1.4313356396301258,1.0808900102751005,0.8424010005439447
2,offset_drift,243,3,0.2127965395679451,0.0,0.0,1.0,waviness,high,waviness,1,0.0,0.0,0.0,0.09905634341731892,0.0,0.0,2.3022367468431852e-18,-0.09905634341731892,0.09905634341731892,0.0696958000183862,7.278542034075636e-17,1.4215333585154484,1.7043214625248444,0.0,1.4313356396301258,1.0808900102751005,1.6343298980833936,2.015978880443644,0.0,1.6509623194585628,1.2601888655039672,0.1792988552288668
