assembly_id,batch_condition,component_index,severity,scenario_type,best_predicted_quality,second_best_predicted_quality,predicted_quality_margin,normalized_quality_margin,selected_tree_std,selected_tree_iqr,selected_tree_range,selected_utilization,selected_candidate_source,actual_regret,exact_best_hit,exact_best_miss,top3_hit,high_regret,positive_regret
124,normal,5,low,mixed,0.1836967440558707,0.2294706097187473,0.0457738656628766,0.2491816928935587,0.0323941761292611,0.0,0.2543977983965854,0.041730118440716,informed,0.0,True,False,True,True,False
131,normal,1,medium,mixed,0.0571106695047515,0.2453166425726996,0.1882059730679481,3.29546080793694,0.0161761492770467,0.0,0.2357373173378558,0.2013961363539737,informed,0.0,True,False,True,True,False
131,normal,2,medium,waviness,0.0970770492046701,0.1015378299901438,0.0044607807854736,0.0459509309565942,0.0174351518913788,0.0031707333024112,0.2096887756232835,0.005296146215526,informed,0.0,True,False,True,True,False
131,normal,3,high,waviness,0.198903220453692,0.2696156858948895,0.0707124654411975,0.3555119182077829,0.0768693684544566,0.0,0.6207462801665133,0.3350622533076315,informed,0.0,True,False,True,True,False
131,normal,4,low,bend,0.1950552143706189,0.2037300682995932,0.0086748539289743,0.0444738376103676,0.0158762020176349,0.0101994450558718,0.151063151345597,0.0013240365538815,informed,0.0,True,False,True,True,False
131,normal,5,medium,bend,0.2508155741399468,0.2778309763509275,0.0270154022109807,0.1077102261437202,0.0134189020875108,0.0,0.1351489192790539,0.0072830212607557,informed,0.0,True,False,True,True,False
152,normal,1,high,mixed,0.0682367741323267,0.3320323733430569,0.2637955992107301,3.865886137864167,0.0069406808196867,0.0,0.1093207641841336,0.1672739120619368,informed,0.0,True,False,True,True,False
152,normal,2,medium,mixed,0.0824594534164799,0.2145586631987391,0.1320992097822591,1.6019898787718427,0.0423343002390254,0.0158569281316112,0.2609611943960683,0.0427987284412211,informed,0.0,True,False,True,True,False
152,normal,3,high,offset,0.0626843691288805,0.208425941841531,0.1457415727126504,2.3250066123023814,0.0078226068156014,0.0,0.0873060626158269,0.093462154965191,informed,0.0,True,False,True,True,False
152,normal,4,extreme,mixed,0.2344495309231582,0.3797345778646124,0.1452850469414542,0.6196858077275146,0.0287023224270125,0.0025932264489899,0.3633624139877655,0.1602651426725279,informed,0.0,True,False,True,True,False
152,normal,5,low,waviness,0.2129345289447651,0.2479862456943281,0.0350517167495629,0.1646126484195305,0.0187670593149176,0.0034280092681018,0.1659721917843415,0.0344350072217026,informed,0.0,True,False,True,True,False
154,normal,1,high,mixed,0.0019303491993632,0.227788015919565,0.2258576667202018,117.00352806357672,0.024748730955029,8.277837517403022e-10,0.3327211328022701,0.2032131648546323,informed,0.0,True,False,True,True,False
154,normal,2,medium,mixed,0.0756774230450618,0.2265357184276417,0.1508582953825799,1.9934385885834376,0.0375565662207826,0.0008847779639885,0.5118243442990094,0.102379141986792,informed,0.0,True,False,True,True,False
154,normal,3,high,bend,0.1626959401947607,0.1678231211999358,0.005127181005175,0.0315138841143634,0.0108128316282914,0.0011846209127054,0.0882932123923516,0.0022770038545352,informed,0.0,True,False,True,True,False
154,normal,4,extreme,twist,0.1258660596246866,0.1674259810597791,0.0415599214350924,0.3301916462548979,0.0086291510040448,0.0009869411281676,0.0548829182995541,0.0284942836935994,informed,0.0,True,False,True,True,False
154,normal,5,low,tilt,0.1092533595419176,0.1940533059281975,0.0847999463862798,0.77617701406925,0.0235084000160179,0.0006944710455426,0.2416413430621337,0.0178592487421186,informed,0.0,True,False,True,True,False
172,offset_drift,1,high,waviness,0.0769170612278161,0.1922836651789451,0.1153666039511289,1.4998831482839852,0.000684005510056,0.0,0.0105921468036629,0.085118615827178,informed,0.0,True,False,True,True,False
172,offset_drift,2,medium,waviness,0.1133585609968964,0.2160084680675556,0.1026499070706592,0.9055329052163044,0.0157949182745883,0.0,0.1334409927344885,0.085118615827178,informed,0.0,True,False,True,True,False
172,offset_drift,3,high,waviness,0.1555305007656842,0.257454909613728,0.1019244088480437,0.6553338949354944,0.014320789041576,0.0155048737608031,0.1177502802582351,0.085118615827178,informed,0.0,True,False,True,True,False
172,offset_drift,4,extreme,mixed,0.3244080371705681,0.4081723710274171,0.083764333856849,0.2582067157997296,0.0341510083045157,0.0,0.3074394157716303,0.085118615827178,informed,0.0,True,False,True,True,False
172,offset_drift,5,low,bend,0.3133853381226003,0.3524471814054594,0.039061843282859,0.1246447696528086,0.0595671813761879,0.0,0.464951337709499,0.1345594583913962,informed,0.0,True,False,True,True,False
195,offset_drift,1,medium,mixed,0.1288065049346782,0.1323492194878123,0.003542714553134,0.0275041586985899,0.0023163404718491,0.0,0.0338757290300237,0.1059424478203093,informed,0.0699637873100516,False,True,True,True,True
195,offset_drift,2,medium,mixed,0.2338161814543039,0.2898134924763652,0.0559973110220612,0.2394928814326102,0.126042180925725,0.0411068079137197,0.6648754026142981,0.0764729441037938,informed,0.0,True,False,True,True,False
195,offset_drift,3,high,mixed,0.1714812089787538,0.5486491424640154,0.3771679334852615,2.1994709258901475,0.0725334200158796,0.0,0.4948728795257586,0.399120344775409,informed,0.0,True,False,True,True,False
195,offset_drift,4,low,mixed,0.1596420667491157,0.3601211307129326,0.2004790639638169,1.255803486175597,0.0133317730196637,0.0,0.1157947058435299,0.1015354849176287,informed,0.0,True,False,True,True,False
195,offset_drift,5,medium,mixed,0.1891611278401274,0.3341333074638743,0.1449721796237469,0.7663951958791051,0.0328931211635397,0.038665763775456,0.2423708980360117,0.2744825627211743,informed,0.0,True,False,True,True,False
196,offset_drift,1,high,mixed,0.0580425693838334,0.29807939089845,0.2400368215146165,4.135530595264687,2.9256945571472508e-18,0.0,6.938893903907228e-18,0.2511094812057697,informed,0.0,True,False,True,True,False
196,offset_drift,2,medium,mixed,0.1154489114927101,0.1836739902646687,0.0682250787719586,0.5909547165913871,0.0185952228474282,0.0,0.1630944401417449,0.0993825548141296,informed,0.0,True,False,True,True,False
196,offset_drift,3,high,bend,0.1834822257195801,0.2815340251647056,0.0980517994451255,0.5343939940808231,0.0111168550151255,0.0,0.1067778075963594,0.1082424369583996,informed,0.0,True,False,True,True,False
196,offset_drift,4,extreme,mixed,0.3700751530618799,0.5455847306955408,0.1755095776336608,0.474253881087537,0.0703983399324131,0.0,0.9101313403163344,0.3375386807638177,informed,0.0,True,False,True,True,False
196,offset_drift,5,low,twist,0.337100265281006,0.4226036422712271,0.085503376990221,0.2536437546821438,0.0690036792818262,0.0301643433255043,0.2596366173051766,0.1375712500900154,informed,0.0,True,False,True,True,False
222,offset_drift,1,high,mixed,0.2098046039291825,0.3878243153791886,0.1780197114500061,0.8485024070782304,0.1150634528935125,0.1313914762281198,0.715556270170069,0.1592186567848104,informed,0.0,True,False,True,True,False
222,offset_drift,2,medium,tilt,0.1182368579944344,0.3413412908203332,0.2231044328258988,1.8869279563941117,0.0636003666283114,0.0559095273517947,0.5181536790120317,0.0880850029139435,informed,0.0,True,False,True,True,False
222,offset_drift,3,high,waviness,0.1155442808518448,0.2243158790515626,0.1087715981997178,0.9413845271942868,0.030044952891729,0.0249186497790299,0.3100024549229052,0.0866018093705607,informed,0.0,True,False,True,True,False
222,offset_drift,4,extreme,mixed,0.2753110881118331,0.3112574660063538,0.0359463778945207,0.130566400870564,0.1425009395954061,0.1519186477345542,0.6101905167653909,0.1802077047060361,local_informed,0.0,True,False,True,True,False
222,offset_drift,5,low,offset,0.263654774972233,0.3580072292565868,0.0943524542843537,0.3578636278986056,0.039107072899244,0.0329416932737173,0.3568925831220315,0.0633474100735565,informed,0.0,True,False,True,True,False
237,offset_drift,1,medium,mixed,0.0309798046718184,0.0661755360914375,0.0351957314196191,1.1360862921009918,0.0050974816968931,0.0,0.0577500631684909,0.0389839123590699,informed,0.0,True,False,True,True,False
237,offset_drift,2,medium,mixed,0.1732990491906283,0.2227213805631239,0.0494223313724956,0.2851852425233518,0.0466713724162349,0.0,0.3947265447533998,0.091436914200389,informed,0.0,True,False,True,True,False
237,offset_drift,3,high,tilt,0.1543399814594912,0.2350048842962323,0.080664902836741,0.5226442434030792,0.0832721705823649,0.0,0.4121896759855633,0.1153035335421716,informed,0.0,True,False,True,True,False
237,offset_drift,4,low,mixed,0.1672004604728499,0.2853716815867462,0.1181712211138963,0.7067637300740865,0.0278686086337734,0.0043904862661084,0.2813765123834681,0.0812499942140754,informed,0.0,True,False,True,True,False
237,offset_drift,5,medium,mixed,0.1721594679687856,0.4805430677259288,0.3083835997571432,1.7912671512963585,0.0572828412489725,0.0043695146908136,0.5956892200443561,0.1124397699750908,informed,0.0,True,False,True,True,False
255,offset_drift,1,medium,waviness,0.0372446683443669,0.1757770825271455,0.1385324141827785,3.719523366456039,0.0039141051029384,0.0050530363736531,0.0387383947963669,0.085118615827178,informed,0.0,True,False,True,True,False
255,offset_drift,2,medium,mixed,0.1565427220604595,0.3392901471738471,0.1827474251133876,1.167396495397642,0.0935537679486235,0.0662665461173688,0.7145057802729116,0.085118615827178,informed,0.0,True,False,True,True,False
255,offset_drift,3,high,mixed,0.2646927070509485,0.5267487391892189,0.2620560321382704,0.9900387323018665,0.1358780180367638,0.1007172129426746,0.7634642738032078,0.2094290865479581,informed,0.0,True,False,True,True,False
255,offset_drift,4,low,waviness,0.2477713358201314,0.3325536571807945,0.084782321360663,0.3421797000045655,0.0278836045381402,0.0201075160572717,0.2031347480061588,0.1392432810988282,informed,0.0,True,False,True,True,False
255,offset_drift,5,medium,bend,0.2987686782306733,0.4238264736347498,0.1250577954040765,0.4185773292725213,0.0436899785666228,0.0329442833416726,0.3561716724086568,0.1121809484630031,informed,0.0,True,False,True,True,False
266,offset_drift,1,high,mixed,0.1422698887769267,0.1524953691130195,0.0102254803360928,0.071873819709847,0.0767267203411051,0.0789754753862291,0.498799180074412,0.2017708493305783,local_informed,0.0633163631789857,False,True,True,True,True
266,offset_drift,2,medium,mixed,0.251184650200331,0.3643281546195758,0.1131435044192447,0.4504395643961831,0.1440583045145518,0.2187743257960238,0.7928190894966525,0.2747184883317183,informed,0.0,True,False,True,True,False
266,offset_drift,3,high,mixed,0.214714598063678,0.2191780181470917,0.0044634200834136,0.0207876880457376,0.0903286454471494,0.0927533114860367,0.6213858463112231,0.118733985580124,informed,0.0,True,False,True,True,False
266,offset_drift,4,extreme,mixed,0.193248085459695,0.3626289000849227,0.1693808146252276,0.8764941407947595,0.0378162655811701,0.029980930275733,0.3939746909397583,0.1145473530140681,informed,0.0,True,False,True,True,False
266,offset_drift,5,low,waviness,0.1890607224191804,0.3236776608914832,0.1346169384723027,0.7120301707820288,0.0249251110342402,0.0175315358673256,0.1619878011712688,0.0938455180737074,informed,0.0,True,False,True,True,False
274,offset_drift,1,high,tilt,5.234789921297332e-05,0.1321689505717971,0.1321166026725842,2523.818618490843,0.0007003669937362,2.3140294979665952e-17,0.0094226196529456,0.085118615827178,informed,0.0,True,False,True,True,False
274,offset_drift,2,medium,bend,0.0651335493307409,0.214939592093164,0.1498060427624231,2.2999827938398467,0.007296649529505,0.0001393012273597,0.0919890111198026,0.085118615827178,informed,0.0,True,False,True,True,False
274,offset_drift,3,high,twist,0.0446257955086617,0.1855755796104388,0.140949784101777,3.1584822745494616,0.0124844441430468,0.0027931774296718,0.095308480246171,0.0994313632294964,informed,0.0,True,False,True,True,False
274,offset_drift,4,extreme,bend,0.299203358354692,0.3181608764093085,0.0189575180546164,0.0633599775044744,0.064503616436654,0.0543380954121016,0.4613081078820273,0.0904318888468077,informed,0.0,True,False,True,True,False
