assembly_id,batch_condition,component_index,scenario_type,severity,global_quality,global_mean_gap,global_parallelism,batch_quality,batch_mean_gap,batch_parallelism,individual_quality,individual_mean_gap,individual_parallelism,individual_z_adj,individual_theta_adj,individual_locator_offset,correction_utilization
531,fixture_drift,4,mixed,low,0.7518183064000096,0.614939001643881,0.36863679214782513,0.5287870451266541,0.5442091605778837,0.09650626205296925,0.2189195781824566,0.1873565445800825,5.551115123125783e-17,0.2918392200880348,3.180554681463517e-18,-0.2512163072405328,0.2512163072405328
531,fixture_drift,5,mixed,medium,0.9922680723862474,0.8046789152051996,0.4946949188134618,1.0913326758541528,0.7570878267560541,1.0761237365644547,0.33091211323364067,0.283301608512378,3.3306690738754696e-16,-0.12823749396884437,-0.0567107632478022,-0.2512163072405328,0.2512163072405328
532,fixture_drift,1,mixed,high,0.44465787702180637,0.23810337118812439,0.7401567498536152,0.3545501858481509,0.1796866211095102,0.6238709863034166,0.021932746929727222,0.01946424410017425,0.0,-0.0,0.035162335120934,-0.38759674958192525,0.38759674958192525
532,fixture_drift,2,tilt,medium,0.6810465810632005,0.3637676199705355,1.1192185935240853,0.5012335328572514,0.2466075187999255,0.8866470664236881,0.052791294910273526,0.04508644902065339,1.3877787807814457e-17,-0.006155122063462911,0.0144731250994797,-0.2512163072405328,0.2512163072405328
532,fixture_drift,3,waviness,high,0.8093200168386568,0.4386463983855622,1.2456767457828384,0.5544150256294127,0.2886836225385925,0.8968194551322425,0.14197254712648646,0.12066064414102588,1.2663481374630692e-16,-0.021501117068356394,3.975693351829396e-19,-0.2512163072405328,0.2512163072405328
532,fixture_drift,4,mixed,extreme,1.2044525270885482,0.5632535210746897,1.745370748760108,0.856855496819369,0.35859730804933243,1.2802276945593132,0.3094962872997229,0.30690515736233187,8.326672684688674e-17,0.37147979940280756,0.021384838016140904,-0.2512163072405328,0.2512163072405328
532,fixture_drift,5,offset,low,1.3608611658922463,0.5605121389989206,1.871828901018861,0.9482563162512527,0.36880252530037155,1.2904000832678675,0.2624970394153244,0.24384266758682532,5.551115123125783e-17,0.11251398018909992,2.3854160110976377e-18,-0.2545965209048574,0.2545965209048574
533,fixture_drift,1,waviness,medium,0.1315532498952356,0.08400200834635987,0.12645815225875293,0.05820126964625398,0.047784809733484986,0.010172388708554348,0.05845979675116388,0.04930929925589143,4.2500725161431774e-17,-0.0,-0.0,-0.2512163072405328,0.2512163072405328
533,fixture_drift,2,tilt,medium,0.1537262571107798,0.12095144438061144,0.0716003744092985,0.20447950240794088,0.0895554406642805,0.30417190150969564,0.08241667995410606,0.06979944975251225,5.551115123125783e-17,-0.018423556036624936,-0.0185934354314097,-0.2046765804997485,0.2046765804997485
533,fixture_drift,3,mixed,high,0.6674017409844234,0.429862984492374,0.8723247091978364,0.4216291003540433,0.29501442486370233,0.5234674185472405,0.23055149946080405,0.2254826403523614,0.0,-0.027635334054937403,0.046837394624711,-0.2512163072405328,0.2512163072405328
