split,assembly_id,assembly_index,component_index,sequence_length,nonlinearity_strength,state_mean_gap,state_max_gap,state_parallelism,state_rms,state_quality,state_signed_mean,state_signed_end_difference,state_estimated_angle_deg,component_profile_rms,component_parallelism,lsq_z_adj_mm,lsq_theta_adj_deg,lsq_locator_offset_mm,lsq_utilization,state_profile_p000,state_profile_p010,state_profile_p020,state_profile_p030,state_profile_p040,state_profile_p050,state_profile_p060,state_profile_p070,state_profile_p080,state_profile_p090,state_profile_p100,pre_correction_quality,lsq_true_quality,reference_true_quality,reference_gain_over_lsq,reference_relative_gain_percent,reference_beats_lsq,reference_z_adj_mm,reference_theta_adj_deg,reference_locator_offset_mm,target_delta_z_mm,target_delta_theta_deg,target_delta_locator_mm,reference_utilization,lsq_solver_success,reference_optimizer_success,reference_evaluations
train,TRAIN_0001,1,1,10,1.0,0.5781157764236207,0.9667184376837628,0.21472573450352345,0.6108661803905845,0.5889546026223306,0.5781157764236207,-0.21472573450352345,-0.012302878150815022,0.6068523221820947,0.17738345738172534,-0.47139083241500274,0.016547364205845662,-0.3583663653835199,0.3583663653835199,0.4787483380695128,0.7193638955998919,0.4788262758161701,0.4987748212813152,0.8640600665966147,0.8584158405470877,0.5090232952631077,0.6540395821670324,0.5844630370938506,0.23713431078377917,0.26402260356598933,0.5889546026223306,0.15734140195752247,0.11518640198572448,0.04215499997179799,26.79205819151058,True,-0.45379470101527564,0.011214942028337364,-0.32874557793128484,0.0175961313997271,-0.005332422177508298,0.029620787452235064,0.32874557793128484,True,False,1071
train,TRAIN_0001,1,2,10,1.0,0.45341529816084064,0.8071083886057918,0.280976748234442,0.4831042787947906,0.5107605583798014,-0.45341529816084064,-0.280976748234442,-0.01609878139148827,0.40999749192526797,0.37840789573371164,0.4572198166455835,0.02007334514454908,-0.012775002826908157,0.1828879266582334,-0.43752896715530915,-0.1963514266606134,-0.4270433461975474,-0.47556278499033994,-0.3109773948129214,-0.4327409205946707,-0.6569646019837038,-0.35797623733385225,-0.35330762040406305,-0.7125653020856172,-0.7185057153897512,0.5107605583798014,0.1809410315499608,0.12437178082922576,0.05656925072073504,31.263915230369037,True,0.3997141828226753,0.014764727979402448,-0.027037621695974547,-0.057505633822908186,-0.005308617165146632,-0.01426261886906639,0.15988567312907012,True,False,575
train,TRAIN_0001,1,3,10,1.0,0.5842906844070941,1.2477574705964842,0.8053564395767856,0.6719177946879621,0.8584131578429053,-0.5706830696332081,0.8053564395767856,0.04614351501522176,0.6595280673501807,0.7047394704738027,0.5815086720534532,-0.03204136208608085,-0.036350750318660065,0.2326034688213813,-1.049738177705039,-0.4792473104103164,-1.0645339014684796,-1.011600035499859,-0.28677376007837807,-0.47139147257084935,-0.9433201284920915,-0.13489531398236598,0.03851408642239207,-0.638336688057222,-0.24438173812825337,0.8584131578429053,0.3637657033447645,0.3440182678797084,0.019747435465056085,5.428613880715454,True,0.31907409605314196,-0.04149833815322685,0.33218265470829617,-0.2624345760003113,-0.009456976067146003,0.36853340502695625,0.33218265470829617,True,False,419
train,TRAIN_0001,1,4,10,1.0,0.4101037816108019,0.971275179395838,1.4630495727229387,0.4702119230113929,0.9003497524200129,0.07873133924368789,1.4630495727229387,0.08382650592487231,0.41647342779814805,1.2636194712153141,0.024316319404641035,-0.07254549040293183,-0.34601859231803633,0.34601859231803633,-0.971275179395838,-0.303602676478898,-0.569714480700666,-0.3784324972670437,0.3080189834562373,0.38191910094568393,-0.012989449982976086,0.6398913622318374,0.7947579799783211,0.2179294069388616,0.49177439332710077,0.9003497524200129,0.27025996547980363,0.23641213602922542,0.03384782945057821,12.52417441498846,True,-0.0010550303243423132,-0.07627882502564425,-0.3661454450214513,-0.025371349728983347,-0.0037333346227124142,-0.020126852703414966,0.3661454450214513,True,False,559
train,TRAIN_0001,1,5,10,1.0,0.41014660852843926,0.9070660815607318,0.35223758417765927,0.4743681256801785,0.5482718948480669,0.40551627875254465,0.35223758417765927,0.020181726124606197,0.4503884842448416,0.3008022309940306,-0.30799004589993945,-0.013074119270156864,-0.327478472081585,0.327478472081585,-0.1742685960081867,0.3514624115066116,0.17615536147900768,0.2592686433574907,0.6170667873055277,0.6624428580526199,0.26879488018640824,0.7374686897446396,0.754733520296412,0.16963354878751116,0.17796898816947254,0.5482718948480669,0.24566112320996156,0.20637961044930725,0.03928151276065431,15.990121777258667,True,-0.3154580784596429,-0.018443763843348615,-0.31465104832766344,-0.007468032559703464,-0.005369644573191751,0.01282742375392154,0.31465104832766344,True,False,655
train,TRAIN_0001,1,6,10,1.0,0.43375636557075803,1.0012121310338313,1.5229117940165269,0.5145771154272247,0.9388217987290572,0.07210188673698162,-1.5229117940165269,-0.08725635091115415,0.5225569687163374,1.6599082843325312,-0.24704729398258954,0.09005404127699002,0.587440455626621,0.587440455626621,0.8406733900773742,0.9196473270480712,0.6519669702682677,0.38089660603340403,-0.060217815555664675,-0.2670839719800251,-0.4592067129753422,-0.10449893000895617,-0.07592389637451906,-0.4327870273602189,-0.6822384039391526,0.9388217987290572,0.18427075494030884,0.09645640873614758,0.08781434620416126,47.655064002210835,True,-0.24232244660443902,0.0793696879007627,0.49018226181548724,0.004724847378150515,-0.01068435337622732,-0.09725819381113371,0.49018226181548724,True,False,695
train,TRAIN_0001,1,7,10,1.0,0.25799213545577293,0.7606683542689681,0.9158798227523075,0.3180025184151587,0.6121623455846303,0.015201569228753513,0.9158798227523075,0.052476033711974304,0.28421733820368655,0.6829299239931286,0.025138086804891335,-0.055222428098062507,-0.13545451860280514,0.13545451860280514,-0.7606683542689681,-0.5690346201850508,-0.1423908836272425,0.03920633850505392,-0.2291147339561237,0.08266868881009512,0.24826249259016803,0.23684200166053665,0.3161080017373082,0.4180307908061748,0.1552114684833395,0.6121623455846303,0.19080799301868034,0.1544950031915421,0.03631298982713824,19.031168062012554,True,0.03300386248736742,-0.050209375688398915,-0.23478335772342973,0.007865775682476085,0.005013052409663592,-0.0993288391206246,0.23478335772342973,True,False,863
train,TRAIN_0001,1,8,10,1.0,0.5892789770129964,1.0652027446032992,0.7739600244596583,0.6371736632174165,0.7922498901445277,0.5873346609663528,0.7739600244596583,0.044344634059027825,0.6429804875424647,0.8943126384086963,-0.5924294327838412,-0.04053824193160871,0.017107480127084254,0.23697177311353648,-0.09818796035549873,0.2724589283737553,0.4179458128218734,0.6017843555488673,0.4621993978176806,0.48833320182536866,0.6036092459182215,0.9105851327613343,0.9791089042264429,0.8111849430554072,0.6757720641041596,0.7922498901445277,0.16387941483425691,0.13841758716844763,0.02546182766580929,15.53692859567547,True,-0.5238505217181864,-0.0402526899911614,-0.08155400990198482,0.06857891106565484,0.00028555194044731225,-0.09866149002906907,0.20954020868727455,True,False,483
train,TRAIN_0001,1,9,10,1.0,0.3606420253398309,0.9408834180794783,1.3549587677215222,0.43310357419347145,0.8402556207615965,0.06490806061634728,-1.3549587677215222,-0.07763337129533467,0.40277516889821025,1.3487328383444028,-0.08929122235548052,0.07641037932199408,0.08187500242029729,0.08187500242029729,0.41407534964204407,0.4237896808992952,0.65248482848847,0.6822874411197604,0.014253266907506003,-0.14689182561535555,0.01741229943037509,-0.09399058332561767,-0.2559633279939516,-0.44855920098817054,-0.9408834180794783,0.8402556207615965,0.22013678984145302,0.16706893092137504,0.05306785892007798,24.106765142845287,True,-0.07455739066867866,0.07078554362261241,0.004231342553576571,0.014733831686801868,-0.005624835699381672,-0.07764365986672071,0.05898795301884368,True,False,703
train,TRAIN_0001,1,10,10,1.0,0.5779313790322053,1.5006988885776904,1.113978487085786,0.7047456750588448,1.028257193914589,-0.5779313790322053,1.113978487085786,0.06382623937671011,0.6502262737037936,0.9942693775305121,0.5515306151784469,-0.06653434686330853,0.08864980791047283,0.22061224607137878,-1.5006988885776904,-1.2593106967668264,-0.6457330804453899,-0.35982446821037417,-0.9086594255480691,-0.8205664767892259,-0.30446456579036435,-0.2489209608561426,-0.20150832462025234,-0.04572526121311081,-0.3867204014919043,1.028257193914589,0.298499637035502,0.20257739179056547,0.0959222452449365,32.13479460061387,True,0.49242025493050223,-0.056916413062512196,0.0032894019665950995,-0.05911036024794469,0.009617933800796334,-0.08536040594387774,0.19696810197220088,True,False,815
