method,mean_quality_score,std_quality_score,mean_improvement_percent_vs_fixed,min_improvement_percent_vs_fixed,max_improvement_percent_vs_fixed
fixed_setting,5.806779325555935,2.6507282961665086,0.0,0.0,0.0
random_search,1.9769588458976084,0.2623017466554388,54.625432397139875,7.469013712824675,83.52113493507579
bayesian_optimization,1.8959526289297368,0.24613791584501638,57.04165216958571,4.647828190807419,83.9809709067626
