strategy,mean_quality_score,median_quality_score,std_quality_score,worst_case_quality_score,best_case_quality_score,pass_rate_percent,evaluated_cases,improvement_vs_nominal_percent,pass_rate_improvement_vs_nominal_percentage_points
nominal_universal_baseline,1.9185162515596412,1.1251635613270192,2.1750669163946594,12.10692813448696,0.02341614548717564,53.18181818181819,1100,0.0,0.0
global_best_fixed_setting,1.9185162515596412,1.1251635613270192,2.1750669163946594,12.10692813448696,0.02341614548717564,53.18181818181819,1100,0.0,0.0
batch_adaptive_setting,1.7962519150616196,1.0584591252999398,2.250322819159691,18.567438976381542,0.02341614548717564,56.36363636363636,1100,6.372859046600614,3.1818181818181728
individual_adaptive_setting,0.6557313469067749,0.6380121411497794,0.31691252402182984,1.3593405137257253,0.02341614548717564,95.45454545454545,1100,65.82091257378175,42.272727272727266
