sequence_length,assembly_index,component_index,lsq_quality,hybrid_quality,hybrid_minus_lsq
5,43,5,0.21726218841692008,0.18562775242765223,-0.03163443598926785
5,44,1,0.1957556945394548,0.14454842628206638,-0.051207268257388416
5,44,2,0.14400093549688162,0.08272465089889149,-0.06127628459799013
5,44,3,0.11212990249853118,0.13389278621016015,0.021762883711628975
5,44,4,0.2423858801635598,0.2718588205861897,0.029472940422629906
5,44,5,0.42256625802071823,0.3469969030649336,-0.07556935495578465
5,45,1,0.11383852665345201,0.11109586386581718,-0.0027426627876348253
5,45,2,0.18747958762739536,0.13079464130942128,-0.05668494631797408
5,45,3,0.1362845309542821,0.14517165211914948,0.008887121164867368
5,45,4,0.2374548543528176,0.19384293522841672,-0.04361191912440088
5,45,5,0.48859332307222114,0.4050434198578763,-0.08354990321434486
5,46,1,0.2431995301488141,0.20467040146163137,-0.03852912868718272
5,46,2,0.34886564297944556,0.3441773805912686,-0.004688262388176934
5,46,3,0.29784909197664083,0.2589716482785315,-0.03887744369810936
5,46,4,0.22272851796772958,0.22820572244055431,0.005477204472824737
5,46,5,0.260984339028981,0.24355793213285143,-0.017426406896129565
5,47,1,0.18330145512854576,0.16907731070750415,-0.014224144421041612
5,47,2,0.3463701328499381,0.22875625871603342,-0.1176138741339047
5,47,3,0.17628981799059076,0.16031074647718685,-0.015979071513403914
5,47,4,0.22567568365301974,0.22133989895935938,-0.004335784693660361
5,47,5,0.341048034102998,0.27930213894673045,-0.06174589515626755
5,48,1,0.21917293367009708,0.21501810203229846,-0.004154831637798617
5,48,2,0.281076992311615,0.24082308556329107,-0.04025390674832391
5,48,3,0.13730954353247365,0.09265279301560808,-0.04465675051686557
5,48,4,0.05765861125950524,0.056564102968602537,-0.0010945082909027057
5,48,5,0.1560490280592059,0.1211820875478396,-0.034866940511366296
5,49,1,0.14172430979297038,0.12798307177752313,-0.013741238015447244
5,49,2,0.08927892048044188,0.07113597295925553,-0.01814294752118635
5,49,3,0.22188084355285598,0.1725307033370485,-0.04935014021580747
5,49,4,0.10191315244943841,0.09813196384859613,-0.0037811886008422835
5,49,5,0.25461341184259945,0.24966848025616012,-0.004944931586439327
5,50,1,0.13800319843576597,0.14218485293385638,0.004181654498090409
5,50,2,0.20380598515681578,0.19160862066665477,-0.012197364490161011
5,50,3,0.21196816987811917,0.15291879857013632,-0.05904937130798285
5,50,4,0.32310445402630245,0.2498647658436582,-0.07323968818264426
5,50,5,0.41229017402235885,0.33874591475484594,-0.0735442592675129
5,51,1,0.20990625531197465,0.1766713659699531,-0.03323488934202157
5,51,2,0.27993524075763887,0.26169426984409816,-0.01824097091354071
5,51,3,0.16813574514957358,0.12989766292151178,-0.0382380822280618
5,51,4,0.34217088326800305,0.21651135410215977,-0.12565952916584328
5,51,5,0.39468310587628247,0.31335972960222974,-0.08132337627405273
5,52,1,0.05886578551186776,0.06009423644554103,0.0012284509336732696
5,52,2,0.13893205255261018,0.1306377559061335,-0.008294296646476684
