assembly_index,component_index,nonlinearity_strength,zero_quality,lsq_quality,z_adj_mm,theta_adj_deg,locator_offset_mm,solver_success,sequence_length
36,2,0.0,0.36817006325259616,0.12673042596012093,0.13178934388596708,-0.030345990171404044,-0.037295602337279375,True,5
36,3,0.0,0.9067833648314588,0.1550203733740003,0.13716965715806273,-0.04488021517063289,-0.07808099086461336,True,5
36,4,0.0,0.3887131619077339,0.23274990792278155,0.25018299592009485,0.07719087287294862,-0.025827373485853674,True,5
36,5,0.0,1.0783828068556414,0.16974206288965646,0.2831983010577803,-0.06667232497660111,-0.19123523799141998,True,5
37,1,0.0,0.3478185173785518,0.242811651997804,0.27574429333978295,0.018024941921458357,-0.44178691757664135,True,5
37,2,0.0,1.1330149217079386,0.41564484914158883,0.291553996014001,-0.08471317772248146,-0.2280182698084059,True,5
37,3,0.0,1.309703146287312,0.4569221667042902,-0.020006486305494932,-0.019779277754563316,0.00536551480641818,True,5
37,4,0.0,1.322457921212905,0.431881193650561,-0.3545241789542047,-0.011268573834080838,-0.344613523313215,True,5
37,5,0.0,0.8494808743701147,0.5262777727432609,0.016121512024140684,0.05497304798188824,0.24235902711126886,True,5
38,1,0.0,0.9114514038616968,0.1907676401814271,-0.18358264764552615,0.08250552990680371,-0.0788556744111518,True,5
38,2,0.0,0.8326014217838252,0.14542556782018762,-0.3191231504459392,-0.022500269750036772,-0.08100481787877421,True,5
38,3,0.0,0.8797530505695165,0.1388674510211782,-0.36011639323187916,-0.09225709813994515,0.388372969845446,True,5
38,4,0.0,0.35563043797130667,0.1328161608314201,0.4271996502611508,0.034328963518482025,0.2630881745689459,True,5
38,5,0.0,0.8944062328161279,0.15381882242775918,-0.2130337676074255,0.058059949618193246,0.316502842471155,True,5
39,1,0.0,0.8986697605473838,0.12591193845731682,0.17522218166048292,0.08952372771662664,-0.11552983700780156,True,5
39,2,0.0,0.7627267593187979,0.270225344278467,0.4707204816566127,-0.04595325960699073,-0.05135313264217682,True,5
39,3,0.0,0.50430087325637,0.27770146837366816,-0.1015216937353239,-0.03812475628319586,-0.08264773768823168,True,5
39,4,0.0,1.084541494767901,0.16153206516222698,0.23089719816229703,0.070699035709189,0.02926553792521877,True,5
39,5,0.0,0.7056637729307728,0.12157237643219349,0.21563878546313314,-0.07833857334370195,-0.07504220497895761,True,5
40,1,0.0,0.886836093151002,0.03975233505686843,-0.4864657182515917,0.06273250379103698,-0.4661080722491419,True,5
40,2,0.0,1.4726690877440143,0.23997538211448025,-0.16250838960261504,0.05600948943473025,0.08837993601233096,True,5
40,3,0.0,1.7395666488329513,0.48369693797614716,0.3348559614050514,0.04918325396522232,0.3565198248388779,True,5
40,4,0.0,2.2279820853873455,0.4290743606910128,0.17932284598603057,0.06090274588253022,0.0493680236278538,True,5
40,5,0.0,2.898456866240764,0.48879799295487664,-0.2468137434023863,0.0629844751476741,-0.3500762617256777,True,5
41,1,0.0,0.808684296318238,0.03588167317545228,0.4808334925702629,-0.05458044121021761,0.41217551827614535,True,5
41,2,0.0,1.5351938749324074,0.10586120182767117,-0.11949426224089578,-0.07992987187510132,-0.06296052098726798,True,5
41,3,0.0,1.6709659177762723,0.1577552455644246,-0.09735215409044516,-0.022964397266205364,-0.4324098243445492,True,5
41,4,0.0,2.3415819990217854,0.09859233676372521,0.4883296617694335,-0.04833653269672066,0.44731978588938737,True,5
41,5,0.0,2.4928804346602886,0.10951325557504751,-0.015995048514207858,-0.02235043240748544,-0.12885631630336494,True,5
42,1,0.0,0.7383032825972276,0.11166598042160673,-0.39703284907808084,-0.05543285668828634,0.18551358895400838,True,5
42,2,0.0,1.2270708265189938,0.0762534467477283,0.4669949440941981,-0.06802146662710049,-0.2543984561604315,True,5
42,3,0.0,1.9711026500166775,0.24707219168633734,0.04658573430995584,-0.07129825231682974,-0.06836941105523972,True,5
42,4,0.0,1.3721052347598386,0.12333401432246607,-0.08963767289882676,0.05724734289243119,0.01813197450284963,True,5
42,5,0.0,1.271260517878723,0.1673083623626994,-0.039061203210431314,0.01563700045360229,-0.3579561781038996,True,5
43,1,0.0,0.9467641579626876,0.1121006141210504,0.05067338690328908,0.09758436832078021,0.0013202771173603835,True,5
43,2,0.0,1.2770068554748442,0.2639928314580679,0.25099407748743097,0.030367727357525656,0.16783369053627867,True,5
43,3,0.0,2.1153017390833204,0.14602002152243723,0.180966275972756,0.0807320180519315,-0.07183836778236398,True,5
43,4,0.0,1.824845863897861,0.08524509356382437,-0.2955667955844437,-0.023891193659301646,0.1554115407630564,True,5
43,5,0.0,2.754480490816126,0.05314902224557627,0.36252622724560496,0.0800781184346583,-0.22311173336058648,True,5
44,1,0.0,1.0775365714731289,0.1681981313079562,0.4990686652398445,0.08687222032372961,0.02031400924268201,True,5
44,2,0.0,0.994361428113112,0.3798315621988637,0.2597646962834955,-0.07374668975413845,0.537305696787551,True,5
44,3,0.0,1.9674413867195903,0.5106753370406382,0.42032399326964737,0.08179428497040618,0.3695696790771863,True,5
44,4,0.0,2.4408783308950652,0.6318287193509106,0.5144273356716855,0.004969740130938162,0.010081357087889176,True,5
44,5,0.0,2.9947992423768874,0.8470017152348414,0.440036171639957,0.0048418659999434335,0.38968134788774283,True,5
45,1,0.0,0.9503492356325198,0.08514536545389759,0.14217988603541984,0.09379392260158846,0.1852981657362385,True,5
45,2,0.0,2.0230112558643243,0.11196097909767996,0.23623796855143744,0.09801237092586672,-0.23977120707764293,True,5
45,3,0.0,2.80740909109184,0.10476712913432532,0.14653235091216307,0.07242595677479303,-0.32328125717944395,True,5
45,4,0.0,1.9668321239359066,0.0806694228344889,-0.47635234894639755,-0.06950353370252224,0.18059047658588787,True,5
45,5,0.0,1.9187333213626385,0.2525125656929864,-0.22719345497602422,0.0016868077087018453,-0.06235099272386148,True,5
46,1,0.0,0.8716418368706514,0.09302662025644752,-0.1942746398207384,0.07931290575967288,-0.02206208798981165,True,5
46,2,0.0,1.425440110907205,0.09538994239458005,0.1175639808926942,0.06049975969040159,-0.0057286047339673,True,5
46,3,0.0,0.7421346994926226,0.12503987691075247,-0.06249694806093462,-0.07295132212357455,0.07505866692655783,True,5
46,4,0.0,1.212229504580979,0.3246136985688199,-0.5067696222694033,0.010674644390335681,-0.01754715746247784,True,5
46,5,0.0,2.30175934946019,0.31214268328400097,-0.5316565662332239,0.0909698843908705,-0.10634385380801846,True,5
47,1,0.0,0.6312971511891302,0.07949320662451666,-0.5328954889454259,0.026477734506025072,-0.24908668248752996,True,5
47,2,0.0,1.035108745664323,0.19146822193732077,0.36540823619059826,0.06721652580234026,-0.23690182368769078,True,5
47,3,0.0,1.6825818311110357,0.2642196840368965,0.1756307390784801,0.05573619703934935,-0.14885003292414933,True,5
