assembly_index,nonlinearity_strength,zero_final_quality,lsq_final_quality,lsq_improvement_percent,lsq_beats_zero,sequence_length
96,0.25,1.9098949600407447,0.17339609934084854,90.92117090370512,True,5
97,0.25,1.4618569617219486,0.10014123661460246,93.14972399921781,True,5
98,0.25,0.60941343675498,0.2831064762230707,53.54443155527335,True,5
99,0.25,2.31082391820453,0.3367776887592198,85.42607742173233,True,5
100,0.25,0.9130895771338684,0.12561104031472367,86.24329491209296,True,5
101,0.25,1.2394187986918694,0.22969332962596137,81.46765807744819,True,5
102,0.25,2.256751398385948,0.5256239241799552,76.70882470457815,True,5
103,0.25,1.6942463240763108,0.23998955076721962,85.83502603152702,True,5
104,0.25,3.085820277867652,0.2796864663255004,90.93639806791445,True,5
105,0.25,1.3469059582141625,0.13190933656194265,90.20649246092587,True,5
106,0.25,1.017981368197416,0.16453433691508115,83.83719564470721,True,5
107,0.25,2.4188283788940743,0.13148457752339657,94.56412126338978,True,5
108,0.25,1.3831828279835836,0.22625730473016092,83.64227055507905,True,5
109,0.25,0.564170923695219,0.10265606698860334,81.80408406795863,True,5
110,0.25,1.5887403296356226,0.27524854587551506,82.6750450818704,True,5
111,0.25,1.6612116888780253,0.48694274282928485,70.68749599527777,True,5
112,0.25,1.9320909890792373,0.09111349855331075,95.2842025003837,True,5
113,0.25,0.6468458584645594,0.12442375639672244,80.764543087271,True,5
114,0.25,1.1497324654134713,0.481110727192536,58.15454971783222,True,5
115,0.25,2.074777784872571,0.1719975308577088,91.71007458669736,True,5
116,0.25,0.5990274662876549,0.26543703845479205,55.6886698201367,True,5
117,0.25,3.198424835605007,0.6146913333625165,80.78143570798521,True,5
118,0.25,0.6767106231478409,0.1961127233386234,71.01970670618854,True,5
119,0.25,2.270697103396868,0.20030243901676914,91.17881294175584,True,5
120,0.25,0.9256812625108929,0.21997057617823793,76.2368986943117,True,5
121,0.25,0.46123011745702147,0.46887073500711496,-1.656573857800051,False,5
122,0.25,1.4279220443011011,0.13086746357685158,90.83511147550742,True,5
123,0.25,0.4818139566956272,0.39457976926044724,18.105367481143304,True,5
124,0.25,1.2213648265257968,0.2583061994328364,78.85102028297352,True,5
125,0.25,2.051573804589561,0.38614167819445033,81.17827019770796,True,5
126,0.25,2.8470049438381357,0.17218891333912106,93.95192784221204,True,5
127,0.25,1.0434407689403422,0.2058988654314374,80.26731640545957,True,5
128,0.25,1.8541076560494414,0.5361903488995471,71.0809484470815,True,5
129,0.25,1.5675778265825075,0.47847745688764165,69.47663785658571,True,5
130,0.25,1.0324264088987885,0.18372777312537059,82.20427416988112,True,5
131,0.25,3.531159987477199,0.5519974662626734,84.36781487612397,True,5
132,0.25,0.7029265793497251,0.4607250452113948,34.45616388021493,True,5
133,0.25,1.4319844946861195,0.44920336402582767,68.63071033989863,True,5
134,0.25,1.235158814430201,0.4052599273039359,67.18965022397634,True,5
135,0.25,1.058843216136451,0.1611135485258796,84.78400332829659,True,5
136,0.25,1.40016829136479,0.5485045929753725,60.82580955745491,True,5
137,0.25,1.6929028465974199,0.29666833312514174,82.47576145781679,True,5
138,0.25,1.0747891383442025,0.3111602345814333,71.04918318575491,True,5
139,0.25,2.4903635258849754,0.2224314241286489,91.06831505454186,True,5
140,0.25,1.8151717742996192,0.2226451831856056,87.73420861110993,True,5
141,0.25,1.8197765660646266,0.13309276648260832,92.68631276143812,True,5
142,0.25,0.9798588391392057,0.16407958921368782,83.25477276320436,True,5
143,0.25,0.44038849262565893,0.3239433879935423,26.441450351677982,True,5
144,0.25,1.2200437319581283,0.27364994173209983,77.57048091277014,True,5
145,0.25,0.8282545096754171,0.1718894092371622,79.24678861036041,True,5
146,0.25,0.8089568101091583,0.3740118734177252,53.76615058506559,True,5
