assembly_id,component_index,zero_quality,deterministic_quality,structured_quality,deterministic_z_adj,deterministic_theta_adj,deterministic_locator_offset,deterministic_utilization,least_squares_success,structured_advantage,winner,utilization_quartile,component_initial_quality_quartile
100006,5,0.8737619534818086,0.2288983082258148,0.281047868782925,-0.0692363813244778,-0.0083661678973782,-0.1239056693255581,0.1239056693255581,True,-0.052149560557110175,DETERMINISTIC_LSQ,U2,Q4_highest
100007,1,0.2528089646541437,0.0157756494705287,0.0472460445672734,-0.2351956093376163,0.0110787408788507,-0.0621385742760854,0.0940782437350465,True,-0.03147039509674471,DETERMINISTIC_LSQ,U2,Q1_lowest
100007,2,0.2433742125378789,0.0087208364425214,0.0291757821243892,0.0215947258658288,-1.987846675914698e-16,-0.0211963340894154,0.0211963340894154,True,-0.0204549456818678,DETERMINISTIC_LSQ,U1_lowest,Q1_lowest
100007,3,0.4016970996706842,0.0908459615052769,0.0775923842435052,-0.2097521291619618,0.003935139949506,0.1527471106753634,0.1527471106753634,True,0.013253577261771704,STRUCTURED20,U3,Q2
100007,4,0.3808594547187552,0.1312426540649932,0.1052363574528793,-0.0067089738433868,-0.0155341359790155,0.0351150498434103,0.0351150498434103,True,0.026006296612113886,STRUCTURED20,U1_lowest,Q2
100007,5,0.2289960089452818,0.1790899815466004,0.1494604718638093,0.5749474207615043,0.002129860473767,-0.0553389953044045,0.2299789683046017,True,0.0296295096827911,STRUCTURED20,U4_highest,Q1_lowest
100008,1,0.0289630511487482,0.0058136492929997,0.0102433134313518,-0.0149197070595734,3.975693351829396e-16,-0.043389776137701,0.043389776137701,True,-0.0044296641383521,DETERMINISTIC_LSQ,U1_lowest,Q1_lowest
100008,2,0.1227583766264098,0.0187545322585215,0.0399605095601447,-0.0288679933852639,0.0092441595447146,-0.0516622615749319,0.0516622615749319,True,-0.0212059773016232,DETERMINISTIC_LSQ,U1_lowest,Q1_lowest
100008,3,0.3037253081064245,0.0997364631798323,0.2090282526578651,-0.1895916761193515,0.0,-0.1518739982895998,0.1518739982895998,True,-0.1092917894780328,DETERMINISTIC_LSQ,U3,Q2
100008,4,0.7322321550225085,0.1979362583805,0.3425984685156013,-0.1045009688693205,-0.0508374264762954,-0.2705930256867247,0.2705930256867247,True,-0.14466221013510128,DETERMINISTIC_LSQ,U4_highest,Q3
100008,5,0.8062418738495909,0.1979362583805025,0.2543130560859588,2.5744945689488544e-17,-0.0100156548973106,-0.0163553944081282,0.0163553944081282,True,-0.05637679770545628,DETERMINISTIC_LSQ,U1_lowest,Q3
100009,1,0.1160697312453982,0.0357288977667603,0.1013910163723597,-0.100794101285889,2.7121109290975853e-05,-0.1245630900526666,0.1245630900526666,True,-0.0656621186055994,DETERMINISTIC_LSQ,U2,Q1_lowest
100009,2,0.1343930694324044,0.0646376674479329,0.0861623283857213,8.029682559030085e-18,0.0022391403368314,5.186552142627532e-17,0.0018659502806928,True,-0.021524660937788404,DETERMINISTIC_LSQ,U1_lowest,Q1_lowest
100009,3,0.720615168944725,0.1729993668769685,0.1439265883443738,0.6007658353388523,0.0463891460422795,-0.0197164027982941,0.2403063341355409,True,0.029072778532594712,STRUCTURED20,U4_highest,Q3
