assembly_index,method,final_quality,final_mean_gap,final_max_gap,final_parallelism,final_rms
1,COMPOSITE_Q,0.2610458648295884,0.24668856438094067,0.5272088330967983,3.8796532653151417e-10,0.2887664546987713
1,COMPOSITE_Q_PLUS_RF,0.26104613731340304,0.24669093637381082,0.5272072222276147,1.0588388443810715e-07,0.28876657967810043
1,COMPOSITE_Q_PLUS_GB,0.2610459055898902,0.24668989302955674,0.5272074231916665,1.5604236058841536e-07,0.2887666391081508
2,COMPOSITE_Q,0.41489462688107426,0.442274416906665,0.7755471808064989,1.6517333889520813e-08,0.4954814261192497
2,COMPOSITE_Q_PLUS_RF,0.41489446753033293,0.44227423129534704,0.7755468798922256,8.133021062173285e-08,0.4954810977499798
2,COMPOSITE_Q_PLUS_GB,0.4148964069033515,0.44227489110965534,0.7755523289299953,6.73114450844281e-08,0.49548220698022843
3,COMPOSITE_Q,0.47992361887362706,0.501440519331957,0.911190063113655,1.015588796948741e-07,0.5613441367227956
3,COMPOSITE_Q_PLUS_RF,0.4799237544680426,0.5014403185535334,0.9111910447499771,1.0549638368440029e-07,0.5613431382807432
3,COMPOSITE_Q_PLUS_GB,0.4799252539200956,0.5014405863699206,0.9111953586796325,8.321511280051652e-08,0.5613444544069583
4,COMPOSITE_Q,0.45047860487604746,0.4608809290902758,0.8689429499639024,8.990022337673764e-08,0.5153141418972708
4,COMPOSITE_Q_PLUS_RF,0.45047883665342925,0.4608778232534685,0.868948128217497,8.08249240313863e-08,0.5153102696466246
4,COMPOSITE_Q_PLUS_GB,0.450478696256641,0.46087368657417543,0.868953627816786,4.718291929384222e-08,0.5153048778447683
5,COMPOSITE_Q,0.2508528438129342,0.22166752160369108,0.522910967581882,7.308394778249294e-08,0.2747927513207795
5,COMPOSITE_Q_PLUS_RF,0.2508505687915197,0.22166774633583344,0.5229021024530175,1.4340416032432302e-07,0.2747957113361631
5,COMPOSITE_Q_PLUS_GB,0.25084958145963593,0.22166825189175798,0.5228955293095773,9.137548319104738e-07,0.27480172972785805
6,COMPOSITE_Q,0.604303964788804,0.647728896503719,1.1250063397964012,1.5048620385926803e-06,0.7248294244015642
6,COMPOSITE_Q_PLUS_RF,0.6043066543974758,0.647724145630482,1.1250236832873752,1.4122646707637188e-07,0.724822633541785
6,COMPOSITE_Q_PLUS_GB,0.604304350625918,0.6477291241873776,1.1250087352904146,5.709336620141059e-08,0.7248297565457051
7,COMPOSITE_Q,0.42794655933453685,0.4607154761171426,0.794140825312592,6.604016064559737e-08,0.514896490935683
7,COMPOSITE_Q_PLUS_RF,0.42794665249167024,0.4607156752384554,0.7941410219865782,7.057774646657133e-08,0.5148962215083626
7,COMPOSITE_Q_PLUS_GB,0.4279466138271553,0.46071549655221256,0.7941409600526371,7.917327371487204e-08,0.5148965309371831
8,COMPOSITE_Q,0.29588462173667773,0.2917163237779862,0.5839458332155495,8.535165352263618e-09,0.33185972078067466
8,COMPOSITE_Q_PLUS_RF,0.2958845862397551,0.29171620231068096,0.5839456993517853,1.0007562878389109e-07,0.3318598571832662
8,COMPOSITE_Q_PLUS_GB,0.29588520243393884,0.29171644959051357,0.5839476506898214,3.987025221086071e-08,0.3318596038876269
9,COMPOSITE_Q,0.4574082617867511,0.4546136684444822,0.8965196723914757,2.1899303404016024e-07,0.5206819383805349
9,COMPOSITE_Q_PLUS_RF,0.45740942214288594,0.454614397389074,0.8965225633136934,9.134304645996849e-09,0.5206833119176428
9,COMPOSITE_Q_PLUS_GB,0.4574082311211286,0.45461419378989815,0.8965189242370908,1.0663581795355981e-08,0.5206829251395741
10,COMPOSITE_Q,0.426881117914253,0.43012615554517936,0.8305857838682471,2.9623221209362782e-08,0.4866752720325866
10,COMPOSITE_Q_PLUS_RF,0.42688118558969373,0.43014042868533936,0.8305638970580538,5.1639380549417524e-08,0.4866987237486166
10,COMPOSITE_Q_PLUS_GB,0.4268811468815647,0.4301611422530671,0.8305316626013003,5.444093198470057e-08,0.4867328909297492
11,COMPOSITE_Q,0.2483318158473301,0.23944015800223845,0.49493219985355336,1.0852010789985655e-08,0.2802010523498934
11,COMPOSITE_Q_PLUS_RF,0.24833196260876247,0.23944008793723096,0.49493259461619293,1.8621204644908573e-07,0.2802010197912139
11,COMPOSITE_Q_PLUS_GB,0.24833439274087007,0.23944056559865562,0.4949401896376807,1.96120609197159e-08,0.2802016028635091
12,COMPOSITE_Q,0.09147664173662631,0.08058628645328185,0.19290002478183998,7.699202955735451e-08,0.09430725268480895
12,COMPOSITE_Q_PLUS_RF,0.09147952053832252,0.08058622301552575,0.19290868577953868,4.392538067443663e-07,0.0943091612366116
12,COMPOSITE_Q_PLUS_GB,0.09147773888324004,0.08058595876404695,0.19290332790404163,7.399664375684623e-07,0.0943073089288219
13,COMPOSITE_Q,0.6124519096587878,0.6041968334239576,1.205165923461624,4.4814450039787346e-08,0.696430691487784
13,COMPOSITE_Q_PLUS_RF,0.6124522513216466,0.6041968622791525,1.2051663436184858,7.277462837906867e-07,0.6964307122846987
13,COMPOSITE_Q_PLUS_GB,0.6124521203680341,0.6041972075916208,1.2051659386944873,1.4308931728379548e-07,0.6964313355540656
14,COMPOSITE_Q,0.6088320311461745,0.6486197210610165,1.1394631882777355,1.8646143518097347e-09,0.7240715778516457
14,COMPOSITE_Q_PLUS_RF,0.6088444594048665,0.648620023476664,1.139503879102478,1.8172639948410563e-08,0.724072831793319
14,COMPOSITE_Q_PLUS_GB,0.6088322770792456,0.6486196964288945,1.139463963074251,1.0944556672054517e-07,0.72407146394632
15,COMPOSITE_Q,0.1789448496888797,0.16711526885971617,0.3649724892291632,5.6900128442283204e-08,0.19318505192177376
15,COMPOSITE_Q_PLUS_RF,0.17894484049104462,0.16711500702217866,0.364972791811621,4.773624606713156e-09,0.19318499408817325
15,COMPOSITE_Q_PLUS_GB,0.17894482887755822,0.1671153978676217,0.36497232333869856,1.5550922993767813e-08,0.1931850785038528
16,COMPOSITE_Q,0.30314026965217583,0.31080970349770487,0.5829914347050578,6.919123197307586e-08,0.34999907433977445
16,COMPOSITE_Q_PLUS_RF,0.30314042347377146,0.3108098708754687,0.5829918825408209,1.4929553045217592e-08,0.3499989297001869
16,COMPOSITE_Q_PLUS_GB,0.30314037508112046,0.31080969012663445,0.5829917910408787,2.704749162141251e-08,0.34999922616618967
17,COMPOSITE_Q,0.4341222585121682,0.4650799175788307,0.8082137523441375,5.018907628384639e-08,0.5213414247855485
17,COMPOSITE_Q_PLUS_RF,0.4341224989082392,0.4650794495566683,0.8082152584717518,1.3836996326510587e-08,0.5213408234861429
17,COMPOSITE_Q_PLUS_GB,0.4341244235905709,0.4650795098403257,0.8082158701532342,5.6997161990701706e-06,0.5213409967764323
18,COMPOSITE_Q,0.7677362390228581,0.8499851078165779,1.3926963103115735,8.197430147877105e-11,0.9493181355982054
18,COMPOSITE_Q_PLUS_RF,0.7678679691187109,0.8503415503804115,1.3926980950253895,6.601410638830407e-06,0.9495409507377897
18,COMPOSITE_Q_PLUS_GB,0.7677365218689467,0.8499850993514039,1.3926970909562342,1.7194326358462714e-07,0.9493181319367615
19,COMPOSITE_Q,0.17883036931571394,0.15241615669303668,0.3821613580455166,7.318841224734918e-07,0.18456895328911246
19,COMPOSITE_Q_PLUS_RF,0.17883024956999113,0.15241630806495093,0.3821612341127463,2.3003529331377948e-07,0.18456917906094
19,COMPOSITE_Q_PLUS_GB,0.1788301917228583,0.15241630061505265,0.3821612109359957,6.902482768689211e-08,0.18456917550095478
20,COMPOSITE_Q,0.3867324006118884,0.3994556809373588,0.7413858273487489,7.841201610236936e-08,0.4447992460245124
20,COMPOSITE_Q_PLUS_RF,0.3867446202805367,0.3994574244843478,0.7414204095067978,4.083588542314054e-06,0.4448004500663032
20,COMPOSITE_Q_PLUS_GB,0.38673656792714206,0.39945641010560384,0.7413975422835373,1.3757730736307927e-06,0.44479969478477643
21,COMPOSITE_Q,0.17235022102954356,0.16495658436779354,0.3470179416729703,5.210853941672866e-07,0.18757706891696171
21,COMPOSITE_Q_PLUS_RF,0.1723501756091806,0.16495647734310195,0.3470183932591814,9.949051264779296e-08,0.18757684581341766
21,COMPOSITE_Q_PLUS_GB,0.17235005336234904,0.1649565156564201,0.347017878273302,1.3655932790124226e-07,0.18757694215634044
22,COMPOSITE_Q,0.26350864024148324,0.23167810318388085,0.5553591811050247,6.392743480132523e-07,0.27397263172507175
22,COMPOSITE_Q_PLUS_RF,0.2635083526642351,0.23174140798283896,0.5552534820129413,3.095677491571358e-07,0.27409792795176324
22,COMPOSITE_Q_PLUS_GB,0.2635082559651629,0.23173120331613928,0.555270551995191,2.3597953757725776e-08,0.2740772229237773
23,COMPOSITE_Q,0.29324779976368975,0.2777921182745375,0.5925567632697273,8.38626640908835e-08,0.32143110141611164
23,COMPOSITE_Q_PLUS_RF,0.29324789011040664,0.27779192007261183,0.5925572467304357,2.8480564531752073e-07,0.3214305462779879
23,COMPOSITE_Q_PLUS_GB,0.29324791612068873,0.27779197186900023,0.592557424428937,7.83979333673912e-08,0.3214307371192757
24,COMPOSITE_Q,0.2964961970541242,0.3093376615961767,0.5632554013344279,1.3085638517207343e-08,0.3471827424925132
24,COMPOSITE_Q_PLUS_RF,0.29649658536445217,0.30933799314957183,0.5632564834461857,9.993253252682521e-08,0.3471821240596512
24,COMPOSITE_Q_PLUS_GB,0.2964962460377391,0.30933767224479775,0.5632555626391996,2.2663612542217493e-08,0.347182687734562
25,COMPOSITE_Q,0.709612123344616,0.7572917136956943,1.3258144630263442,1.4945714643666008e-07,0.8468022549086063
25,COMPOSITE_Q_PLUS_RF,0.7096123043170397,0.757291698162997,1.3258151991562848,1.0452814347416961e-07,0.8468020376281215
25,COMPOSITE_Q_PLUS_GB,0.7096123011724491,0.7572916932870108,1.325815228443437,7.435160365165672e-08,0.8468020234783368
26,COMPOSITE_Q,0.6436431542536774,0.6693774091757718,1.225041622562042,7.267994739379446e-08,0.7531742292834911
26,COMPOSITE_Q_PLUS_RF,0.6436486240625007,0.6693813285075553,1.2250484504908163,4.785483475600039e-06,0.7531825471794658
26,COMPOSITE_Q_PLUS_GB,0.6436444058090607,0.6693805994647907,1.2250385259077121,1.8442562857989842e-06,0.7531811492042407
27,COMPOSITE_Q,0.47067014215895675,0.51562540350086,0.8612286145565247,2.6565782251242176e-06,0.5761313976827388
27,COMPOSITE_Q_PLUS_RF,0.47066939318036805,0.515625159435079,0.8612290156990089,1.2013816508282815e-07,0.5761310459869209
27,COMPOSITE_Q_PLUS_GB,0.47067044242767975,0.5156257150265542,0.8612317900400346,6.456957052369816e-08,0.57613171536832
