method,mean_final_quality,median_final_quality,mean_final_mean_gap,mean_final_max_gap,mean_final_parallelism,mean_final_rms
COMPOSITE_Q,0.32225663653322006,0.29967128041141783,0.31923219347733645,0.632996777311648,2.1897934529446772e-07,0.36587879602721235
COMPOSITE_Q_PLUS_RF,0.32226000297855445,0.29967214670958764,0.31924870714723286,0.6329870313981067,1.2090773945516026e-06,0.3658891869173416
COMPOSITE_Q_PLUS_GB,0.3222576955502685,0.2996720501066978,0.319234826419993,0.6329979197008577,2.7937052703978784e-07,0.3658778790285519
