assembly_index,component_index,method,pre_quality,post_quality,base_composite_q_z_adj_mm,base_composite_q_theta_adj_deg,base_composite_q_locator_offset_mm,predicted_delta_z_mm,predicted_delta_theta_deg,predicted_delta_locator_mm,applied_delta_z_mm,applied_delta_theta_deg,applied_delta_locator_mm,final_z_adj_mm,final_theta_adj_deg,final_locator_offset_mm,final_utilization
1,1,COMPOSITE_Q,1.0646735121092197,0.17810808552406593,0.2729402338146209,0.0793793787858304,0.37575953541849383,0.0,0.0,0.0,0.0,0.0,0.0,0.2729402338146209,0.0793793787858304,0.37575953541849383,0.37575953541849383
1,2,COMPOSITE_Q,0.7477548253631636,0.16131938638974974,0.1622320386246541,0.056086779024595086,-0.22983137019823296,0.0,0.0,0.0,0.0,0.0,0.0,0.1622320386246541,0.056086779024595086,-0.22983137019823296,0.22983137019823296
1,3,COMPOSITE_Q,0.8705779721396664,0.3094244014014389,0.2572099198187991,-0.06416624960064687,-0.21979722538735177,0.0,0.0,0.0,0.0,0.0,0.0,0.2572099198187991,-0.06416624960064687,-0.21979722538735177,0.21979722538735177
1,4,COMPOSITE_Q,1.0415083231269389,0.30983654159372254,0.16459076951887283,-0.08238607320642637,-0.10971227105152798,0.0,0.0,0.0,0.0,0.0,0.0,0.16459076951887283,-0.08238607320642637,-0.10971227105152798,0.10971227105152798
1,5,COMPOSITE_Q,0.3768543563764867,0.3254499662343357,-0.13286489421032338,0.0011029166883824255,0.08425716081461145,0.0,0.0,0.0,0.0,0.0,0.0,-0.13286489421032338,0.0011029166883824255,0.08425716081461145,0.08425716081461145
1,6,COMPOSITE_Q,1.1166865155111692,0.4189033267790693,0.2285480222404494,0.05983660651719513,0.48899720526763524,0.0,0.0,0.0,0.0,0.0,0.0,0.2285480222404494,0.05983660651719513,0.48899720526763524,0.48899720526763524
1,7,COMPOSITE_Q,0.6773512321295391,0.37312821462676893,0.0920335149580778,-0.04590213104181308,-0.045870885052554065,0.0,0.0,0.0,0.0,0.0,0.0,0.0920335149580778,-0.04590213104181308,-0.045870885052554065,0.045870885052554065
1,8,COMPOSITE_Q,0.4498186027222853,0.21671011373869936,0.40246342677120545,-0.0005796331482194871,-4.561966708394404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.40246342677120545,-0.0005796331482194871,-4.561966708394404e-05,0.16098537070848218
1,9,COMPOSITE_Q,0.44512978405013776,0.3619739075024915,0.11711084901601872,-0.01565054555682445,-0.3451385993429137,0.0,0.0,0.0,0.0,0.0,0.0,0.11711084901601872,-0.01565054555682445,-0.3451385993429137,0.3451385993429137
1,10,COMPOSITE_Q,0.8045546509137881,0.34865096832552384,0.3419560316246285,0.03514478570653392,-0.2553783278807486,0.0,0.0,0.0,0.0,0.0,0.0,0.3419560316246285,0.03514478570653392,-0.2553783278807486,0.2553783278807486
1,1,COMPOSITE_Q_PLUS_RF,1.0646735121092197,0.1781081049099529,0.2729402338146209,0.0793793787858304,0.37575953541849383,-2.1699442722687513e-07,-8.575766957517956e-11,3.043852152968316e-06,-2.169944272045754e-07,-8.575766485829917e-11,3.0438521529951856e-06,0.2729400168201937,0.07937937870007274,0.3757625792706468,0.3757625792706468
1,2,COMPOSITE_Q_PLUS_RF,0.7477549146951488,0.16131940181059926,0.16223226932775728,0.05608677744589121,-0.22982741005790935,-1.8008378468658353e-08,-7.846431535609516e-11,-7.078503257914865e-11,-1.8008378455114382e-08,-7.846431837599255e-11,-7.078504449253842e-11,0.16223225131937882,0.05608677736742689,-0.2298274101286944,0.2298274101286944
1,3,COMPOSITE_Q_PLUS_RF,0.8705777290436986,0.3094239812858593,0.25721598545593805,-0.06416624381375424,-0.21991040809708365,1.7803329304200166e-07,-7.657425933801961e-11,8.506938445016034e-06,1.7803329305232651e-07,-7.657426082108287e-11,8.506938445007606e-06,0.2572161634892311,-0.0641662438903285,-0.21990190115863864,0.21990190115863864
1,4,COMPOSITE_Q_PLUS_RF,1.0415101762589223,0.30983659528636703,0.16458428805185765,-0.08238610124792156,-0.10961105488659247,2.856999800774852e-08,-4.684889499885508e-11,4.084907593487791e-06,2.8569998006267028e-08,-4.684889975958839e-11,4.0849075934878964e-06,0.16458431662185566,-0.08238610129477046,-0.10960696997899898,0.10960696997899898
1,5,COMPOSITE_Q_PLUS_RF,0.3768545438838831,0.32545011302941557,-0.13285550226137177,0.0011029163412679668,0.08409116759797311,3.979332939882832e-08,7.911622487337108e-09,-7.857297168562984e-06,3.9793329409398837e-08,7.911622487352665e-09,-7.857297168567534e-06,-0.13285546246804236,0.0011029242528904542,0.08408331030080454,0.08408331030080454
1,6,COMPOSITE_Q_PLUS_RF,1.1167445822503275,0.41890425781773033,0.22853869596747012,0.05983636967780141,0.4891459668765466,3.6833309222571703e-07,-1.0317018609443838e-08,-3.689438204012378e-06,3.683330922210626e-07,-1.031701860748635e-08,-3.689438204002027e-06,0.22853906430056234,0.059836359360782805,0.4891422774383426,0.4891422774383426
1,7,COMPOSITE_Q_PLUS_RF,0.6773511582169248,0.3731246469614659,0.0920955831640416,-0.04590211727583936,-0.04695013710286761,-3.408209497716608e-08,-5.694622068239081e-11,-2.7445415644397787e-08,-3.40820949795706e-08,-5.69462185739944e-11,-2.744541564153602e-08,0.09209554908194661,-0.045902117332785576,-0.046950164548283255,0.046950164548283255
1,8,COMPOSITE_Q_PLUS_RF,0.4502592332749545,0.21673543694040112,0.4023778572796809,-0.0005796078469728755,0.0010455407408801168,7.734185534021592e-06,1.4963425395116296e-08,-8.291731050401657e-05,7.73418553401406e-06,1.4963425395129494e-08,-8.291731050401655e-05,0.4023855914652149,-0.0005795928835474804,0.0009626234303761002,0.16095423658608596
1,9,COMPOSITE_Q_PLUS_RF,0.44512739089279435,0.3619637284760655,0.11731263344121753,-0.015650549791383687,-0.3476515334764123,1.3365165467728955e-06,-5.067046087288265e-11,-1.857326542791719e-05,1.3365165467682516e-06,-5.067046088269578e-11,-1.857326542792359e-05,0.1173139699577643,-0.01565054984205415,-0.34767010674184023,0.34767010674184023
1,10,COMPOSITE_Q_PLUS_RF,0.8045752095792724,0.3486513564083983,0.3417436504525436,0.03514505374533671,-0.25266294289082636,4.654476054264352e-06,1.5989232731959048e-08,-5.113109810019001e-05,4.654476054244405e-06,1.5989232729496372e-08,-5.1131098100176686e-05,0.34174830492859787,0.03514506973456944,-0.25271407398892654,0.25271407398892654
1,1,COMPOSITE_Q_PLUS_GB,1.0646735121092197,0.17810810447829534,0.2729402338146209,0.0793793787858304,0.37575953541849383,-5.641868379733137e-07,-6.691312699293728e-10,1.22863766129425e-05,-5.641868379702153e-07,-6.69131264285916e-10,1.2286376612935523e-05,0.27293966962778293,0.07937937811669914,0.37577182179510676,0.37577182179510676
1,2,COMPOSITE_Q_PLUS_GB,0.7477550562191432,0.16131957800861885,0.1622325465504842,0.05608677025363158,-0.2298444217570928,-2.905704081044892e-07,-3.9834443230960043e-10,6.770589866363819e-06,-2.905704080957694e-07,-3.9834443382735785e-10,6.770589866367249e-06,0.1622322559800761,0.05608676985528715,-0.22983765116722643,0.22983765116722643
1,3,COMPOSITE_Q_PLUS_GB,0.8705778651514386,0.30942419310640173,0.2572129162542624,-0.06416624070862058,-0.21984863379480368,1.2742348016780245e-07,-6.186726965262705e-10,2.761325444033365e-07,1.2742348015626348e-07,-6.186726964063638e-10,2.7613254441338775e-07,0.25721304367774256,-0.06416624132729327,-0.21984835766225927,0.21984835766225927
1,4,COMPOSITE_Q_PLUS_GB,1.0415091908913745,0.3098365133421988,0.16458749328059236,-0.08238608111697548,-0.1096604018232261,-5.499248792633161e-08,-2.7354056673815447e-10,2.3199663833654087e-06,-5.499248792451006e-08,-2.735405651987932e-10,2.319966383362848e-06,0.16458743828810443,-0.08238608139051605,-0.10965808185684274,0.10965808185684274
1,5,COMPOSITE_Q_PLUS_GB,0.3768544477093471,0.3254502527969012,-0.13297329476413522,0.001102914965758383,0.08613568453643912,6.286397932171945e-07,1.7737449018589739e-09,-1.1263995808946465e-05,6.286397932209198e-07,1.7737449018243034e-09,-1.1263995808946659e-05,-0.132972666124342,0.0011029167395032848,0.08612442054063017,0.08612442054063017
1,6,COMPOSITE_Q_PLUS_GB,1.1160294952751526,0.41890347962866664,0.22866328547424108,0.059839242207867814,0.48719557560658977,-6.69924154072605e-07,1.7543909438001135e-09,-3.343009833845698e-07,-6.699241540675249e-07,1.7543909450190576e-09,-3.343009833955968e-07,0.22866261555008702,0.05983924396225876,0.4871952413056064,0.4871952413056064
1,7,COMPOSITE_Q_PLUS_GB,0.6773516305437564,0.37312860358582634,0.09208206165286587,-0.04590140509005436,-0.046775748499470624,1.3868469222930902e-07,-5.321230252148478e-11,-5.801987544999896e-06,1.3868469223021762e-07,-5.3212302619787266e-11,-5.801987544996889e-06,0.0920822003375581,-0.04590140514326666,-0.04678155048701562,0.04678155048701562
1,8,COMPOSITE_Q_PLUS_GB,0.4501961937651771,0.21671078953899295,0.4023958938521624,-0.0005803023042484344,0.0008714266768047759,7.507689162359912e-07,1.0941310564191502e-09,9.63811569106798e-06,7.507689162578046e-07,1.0941310563724466e-09,9.638115691068018e-06,0.40239664462107866,-0.000580301210117378,0.0008810647924958439,0.16095865784843147
1,9,COMPOSITE_Q_PLUS_GB,0.4451306450582521,0.36195827946796605,0.11731221023854045,-0.01565055625605561,-0.34766928666869135,7.524041992699063e-07,1.3649178940389223e-09,-1.2291302210543863e-05,7.52404199264034e-07,1.364917893986739e-09,-1.2291302210531985e-05,0.11731296264273972,-0.015650554891137716,-0.3476815779709019,0.3476815779709019
1,10,COMPOSITE_Q_PLUS_GB,0.8045752350786164,0.3486507304054039,0.3417483133584441,0.035145041724142186,-0.25268973467931033,-6.753689324517828e-07,2.1413810788045683e-09,4.108978713941475e-06,-6.753689324456857e-07,2.1413810794013166e-09,4.108978713945888e-06,0.34174763798951163,0.035145043865523265,-0.2526856257005964,0.2526856257005964
2,1,COMPOSITE_Q,0.36684655991660864,0.16548320525193308,-0.35391175535586794,0.010483191328722559,0.5479925080627919,0.0,0.0,0.0,0.0,0.0,0.0,-0.35391175535586794,0.010483191328722559,0.5479925080627919,0.5479925080627919
2,2,COMPOSITE_Q,1.0151904364235556,0.22257553465941393,-0.6152921896243508,-0.03955561484144892,-0.3730751209895123,0.0,0.0,0.0,0.0,0.0,0.0,-0.6152921896243508,-0.03955561484144892,-0.3730751209895123,0.3730751209895123
2,3,COMPOSITE_Q,0.30641140516119747,0.13938385505141465,0.1621202606343754,0.01505454562600099,-0.27800686974095024,0.0,0.0,0.0,0.0,0.0,0.0,0.1621202606343754,0.01505454562600099,-0.27800686974095024,0.27800686974095024
2,4,COMPOSITE_Q,0.27708679071673864,0.056225585703240655,-0.28332615232228275,-0.007129607057998421,0.506079278370675,0.0,0.0,0.0,0.0,0.0,0.0,-0.28332615232228275,-0.007129607057998421,0.506079278370675,0.506079278370675
2,5,COMPOSITE_Q,0.7259165728297993,0.17464121680765243,0.2383347418359014,-0.04790834451362534,-0.04256564742026746,0.0,0.0,0.0,0.0,0.0,0.0,0.2383347418359014,-0.04790834451362534,-0.04256564742026746,0.09533389673436056
2,6,COMPOSITE_Q,0.7483687780182361,0.05360108356660469,0.29813227909301826,0.057762351239952534,-0.3177805720605317,0.0,0.0,0.0,0.0,0.0,0.0,0.29813227909301826,0.057762351239952534,-0.3177805720605317,0.3177805720605317
