assembly_index,component_index,method,pre_quality,post_quality,z_adj_mm,theta_adj_deg,locator_offset_mm,applied_delta_z_mm,applied_delta_theta_deg,applied_delta_locator_mm,utilization,reference_success,reference_evaluations
53,5,DIRECT_NONLINEAR_REFERENCE,0.76619816848637,0.10980699988832093,0.11887932918713398,0.06371128308535663,0.5312482806735301,-0.037112481860060526,-0.002447834837841459,0.05279455871780664,0.5312482806735301,False,511
53,6,ZERO,1.8618137696031827,1.8618137696031827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
53,6,LSQ,1.0098251521699506,0.18199810141121833,-0.47272074487526106,0.07560438663130563,-0.4380597641360315,0.0,0.0,0.0,0.4380597641360315,,0
53,6,LSQ_PLUS_ML_THETA,1.0541152035140444,0.139118341032054,-0.472178409410317,0.07290983130686035,-0.43688059696416437,0.0,-0.007988439935069272,0.0,0.43688059696416437,,0
53,6,LSQ_PLUS_ML_Z_THETA,1.0322021573959175,0.11041573657385947,-0.3823860469921507,0.0721842407736294,-0.4349348708043724,0.0638680183429865,-0.007940814921076358,0.0,0.4349348708043724,,0
53,6,LSQ_PLUS_ML_ALL,1.0239621648517216,0.10228449584939998,-0.3767505501894664,0.07193301056325146,-0.4039035344203952,0.05771511799167495,-0.00805215985810824,0.02918264491738981,0.4039035344203952,,0
53,6,DIRECT_NONLINEAR_REFERENCE,1.0248415142221052,0.08640147610193322,-0.3924089973282521,0.06950698739452969,-0.4181276283208195,0.035050051122518466,-0.010211088161395765,0.07481524574747656,0.4181276283208195,False,927
53,7,ZERO,2.143451461656941,2.143451461656941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
53,7,LSQ,0.5981502936127074,0.12369007449625032,0.13379468627164667,-0.04928322812048395,-0.2704285433842683,0.0,0.0,0.0,0.2704285433842683,,0
53,7,LSQ_PLUS_ML_THETA,0.5210785763942518,0.12388230016560428,0.1344870820228442,-0.0424849339187929,-0.2698620695508222,0.0,-0.0013653216400616591,0.0,0.2698620695508222,,0
53,7,LSQ_PLUS_ML_Z_THETA,0.5023245230675093,0.12269158488057783,0.0636365651610607,-0.04238792527909009,-0.27063639116670846,0.0034820564416126396,-0.0013743753495339128,0.0,0.27063639116670846,,0
53,7,LSQ_PLUS_ML_ALL,0.5044167648760292,0.12254339453353844,0.061122757874161104,-0.042165639969409086,-0.2918979187689497,-0.004367191642474802,-0.0013275238904373945,0.011541180520057093,0.2918979187689497,,0
53,7,DIRECT_NONLINEAR_REFERENCE,0.4900256560560692,0.2027110209551904,-0.012848974138556235,-0.0387407435214544,0.060511429143352835,-0.10256938518942141,-0.0003529158702578958,0.40818399793602644,0.060511429143352835,False,859
53,8,ZERO,2.6102557892267977,2.6102557892267977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
53,8,LSQ,0.6303573233946583,0.22980912458096847,-0.04435375379882742,-0.04925998187824132,0.20234306376857336,0.0,0.0,0.0,0.20234306376857336,,0
