Sequence length K,LSQ mean,Hybrid mean,Hybrid improvement (%),Hybrid wins (%),LSQ median,Hybrid median,LSQ P95,Hybrid P95
5,0.3239627404914212,0.270972211643265,16.356982524525662,94.5,0.2850947689600787,0.2410069098275424,0.6779196365959553,0.55989085597584
10,0.4352939215857755,0.3734974062295917,14.19650316527717,91.0,0.3642459251933063,0.3193550905173154,1.02547060807518,0.8546701260766028
